,event_id,footy_index,scoring_team,goal_order,t_footy,t_bf_home,found_goal_home,year,goalcount_home_before,goalcount_away_before,goalcount_home_after,goalcount_away_after
0,29052860,25688.0,home,1.0,4.0,4.0,1.0,19,0,0,1,0
1,29052860,331238.0,away,1.0,7.0,7.0,1.0,19,1,0,1,1
2,29052860,361793.0,away,2.0,20.0,20.0,1.0,19,1,1,1,2
3,29053017,316185.0,away,1.0,6.0,7.0,1.0,19,0,0,0,1
4,29053020,10636.0,home,1.0,16.0,16.0,1.0,19,0,0,1,0
5,29053027,10637.0,home,1.0,13.0,13.0,1.0,19,0,0,1,0
6,29053027,316187.0,away,1.0,38.0,38.0,1.0,19,1,0,1,1
7,29053029,331239.0,away,1.0,31.0,30.0,1.0,19,0,0,0,1
8,29053030,25690.0,home,1.0,9.0,9.0,1.0,19,0,0,1,0
9,29053032,331241.0,away,1.0,1.0,1.0,1.0,19,0,0,0,1
10,29053035,331242.0,away,1.0,14.0,14.0,1.0,19,0,0,0,1
11,29053035,25692.0,home,1.0,21.0,20.0,1.0,19,0,1,1,1
12,29053035,56247.0,home,2.0,47.0,47.0,1.0,19,1,1,2,1
13,29053040,25695.0,home,1.0,37.0,37.0,1.0,19,0,0,1,0
14,29053040,331245.0,away,1.0,45.0,45.0,1.0,19,1,0,1,1
15,29053041,331246.0,away,1.0,3.0,2.0,1.0,19,0,0,0,1
16,29053042,331247.0,away,1.0,20.0,20.0,1.0,19,0,0,0,1
17,29053042,361802.0,away,2.0,39.0,39.0,1.0,19,0,1,0,2
18,29053042,25697.0,home,1.0,43.0,43.0,1.0,19,0,2,1,2
19,29053044,331248.0,away,1.0,19.0,19.0,1.0,19,0,0,0,1
20,29053044,25698.0,home,1.0,47.0,46.0,1.0,19,0,1,1,1
21,29053245,21241.0,home,1.0,27.0,26.0,1.0,19,0,0,1,0
22,29053245,51796.0,home,2.0,30.0,29.0,1.0,19,1,0,2,0
23,29053245,82351.0,home,3.0,43.0,43.0,1.0,19,2,0,3,0
24,29053246,326792.0,away,1.0,15.0,15.0,1.0,19,0,0,0,1
25,29053248,21239.0,home,1.0,12.0,12.0,1.0,19,0,0,1,0
26,29053249,21238.0,home,1.0,13.0,13.0,1.0,19,0,0,1,0
27,29053249,326788.0,away,1.0,43.0,43.0,1.0,19,1,0,1,1
28,29053250,21236.0,home,1.0,36.0,37.0,1.0,19,0,0,1,0
29,29053250,51791.0,home,2.0,42.0,43.0,1.0,19,1,0,2,0
30,29053251,21243.0,home,1.0,13.0,13.0,1.0,19,0,0,1,0
31,29053251,326793.0,away,1.0,14.0,14.0,1.0,19,1,0,1,1
32,29053251,51798.0,home,2.0,16.0,16.0,1.0,19,1,1,2,1
33,29053251,82353.0,home,3.0,28.0,28.0,1.0,19,2,1,3,1
34,29053252,21237.0,home,1.0,30.0,30.0,1.0,19,0,0,1,0
35,29053252,326787.0,away,1.0,34.0,34.0,1.0,19,1,0,1,1
36,29053254,21235.0,home,1.0,6.0,,0.0,19,0,0,1,0
37,29053254,51790.0,home,2.0,36.0,,0.0,19,1,0,2,0
38,29053255,21240.0,home,1.0,22.0,22.0,1.0,19,0,0,1,0
39,29053574,1872.0,home,1.0,5.0,6.0,1.0,19,0,0,1,0
40,29053587,307423.0,away,1.0,17.0,17.0,1.0,19,0,0,0,1
41,29053594,307425.0,away,1.0,4.0,4.0,1.0,19,0,0,0,1
42,29053594,1875.0,home,1.0,27.0,28.0,1.0,19,0,1,1,1
43,29053594,32430.0,home,2.0,32.0,32.0,1.0,19,1,1,2,1
44,29053595,1876.0,home,1.0,22.0,,0.0,19,0,0,1,0
45,29053595,32431.0,home,2.0,40.0,,0.0,19,1,0,2,0
46,29053656,307427.0,away,1.0,36.0,37.0,1.0,19,0,0,0,1
47,29053656,1877.0,home,1.0,42.0,43.0,1.0,19,0,1,1,1
48,29053658,1878.0,home,1.0,18.0,19.0,1.0,19,0,0,1,0
49,29053658,32433.0,home,2.0,21.0,,0.0,19,1,0,2,0
50,29053659,1879.0,home,1.0,13.0,14.0,1.0,19,0,0,1,0
51,29053659,32434.0,home,2.0,24.0,24.0,1.0,19,1,0,2,0
52,29053659,62989.0,home,3.0,48.0,49.0,1.0,19,2,0,3,0
53,29053664,1885.0,home,1.0,32.0,,0.0,19,0,0,1,0
54,29053674,307434.0,away,1.0,14.0,,0.0,19,0,0,0,1
55,29054045,25699.0,home,1.0,4.0,4.0,1.0,19,0,0,1,0
56,29054045,331249.0,away,1.0,13.0,13.0,1.0,19,1,0,1,1
57,29054045,361804.0,away,2.0,18.0,18.0,1.0,19,1,1,1,2
58,29054045,56254.0,home,2.0,37.0,37.0,1.0,19,1,2,2,2
59,29054049,25702.0,home,1.0,12.0,11.0,1.0,19,0,0,1,0
60,29054056,25705.0,home,1.0,23.0,22.0,1.0,19,0,0,1,0
61,29054057,25706.0,home,1.0,19.0,18.0,1.0,19,0,0,1,0
62,29054058,331257.0,away,1.0,13.0,13.0,1.0,19,0,0,0,1
63,29054060,25708.0,home,1.0,3.0,3.0,1.0,19,0,0,1,0
64,29054060,56263.0,home,2.0,8.0,8.0,1.0,19,1,0,2,0
65,29054060,331258.0,away,1.0,32.0,31.0,1.0,19,2,0,2,1
66,29054060,361813.0,away,2.0,46.0,46.0,1.0,19,2,1,2,2
67,29055017,9107.0,home,1.0,40.0,40.0,1.0,19,0,0,1,0
68,29055097,314651.0,away,1.0,3.0,3.0,1.0,19,0,0,0,1
69,29055097,345206.0,away,2.0,12.0,12.0,1.0,19,0,1,0,2
70,29055097,375761.0,away,3.0,26.0,26.0,1.0,19,0,2,0,3
71,29055098,9100.0,home,1.0,25.0,25.0,1.0,19,0,0,1,0
72,29055102,9105.0,home,1.0,33.0,33.0,1.0,19,0,0,1,0
73,29055102,314655.0,away,1.0,40.0,39.0,1.0,19,1,0,1,1
74,29055721,320358.0,away,1.0,19.0,19.0,1.0,19,0,0,0,1
75,29055722,320356.0,away,1.0,45.0,44.0,1.0,19,0,0,0,1
76,29055723,320357.0,away,1.0,32.0,32.0,1.0,19,0,0,0,1
77,29055724,320354.0,away,1.0,22.0,22.0,1.0,19,0,0,0,1
78,29055724,350909.0,away,2.0,28.0,28.0,1.0,19,0,1,0,2
79,29055725,320353.0,away,1.0,37.0,36.0,1.0,19,0,0,0,1
80,29055726,14805.0,home,1.0,36.0,36.0,1.0,19,0,0,1,0
81,29055726,45360.0,home,2.0,40.0,40.0,1.0,19,1,0,2,0
82,29055726,75915.0,home,3.0,45.0,45.0,1.0,19,2,0,3,0
83,29055728,14810.0,home,1.0,8.0,8.0,1.0,19,0,0,1,0
84,29055728,320360.0,away,1.0,20.0,20.0,1.0,19,1,0,1,1
85,29055729,320359.0,away,1.0,15.0,15.0,1.0,19,0,0,0,1
86,29055729,14809.0,home,1.0,42.0,42.0,1.0,19,0,1,1,1
87,29059073,7320.0,home,1.0,5.0,5.0,1.0,19,0,0,1,0
88,29059074,7321.0,home,1.0,21.0,21.0,1.0,19,0,0,1,0
89,29059074,312871.0,away,1.0,41.0,41.0,1.0,19,1,0,1,1
90,29059076,7323.0,home,1.0,22.0,22.0,1.0,19,0,0,1,0
91,29059077,7324.0,home,1.0,2.0,1.0,1.0,19,0,0,1,0
92,29059079,7325.0,home,1.0,29.0,29.0,1.0,19,0,0,1,0
93,29059080,7326.0,home,1.0,2.0,2.0,1.0,19,0,0,1,0
94,29059081,312881.0,away,1.0,40.0,39.0,1.0,19,0,0,0,1
95,29059082,7328.0,home,1.0,46.0,46.0,1.0,19,0,0,1,0
96,29059083,312877.0,away,1.0,2.0,2.0,1.0,19,0,0,0,1
97,29059083,343432.0,away,2.0,30.0,29.0,1.0,19,0,1,0,2
98,29059083,373987.0,away,3.0,45.0,45.0,1.0,19,0,2,0,3
99,29059084,7329.0,home,1.0,18.0,19.0,1.0,19,0,0,1,0
100,29059085,312880.0,away,1.0,39.0,39.0,1.0,19,0,0,0,1
101,29059121,22440.0,home,1.0,8.0,8.0,1.0,19,0,0,1,0
102,29059121,52995.0,home,2.0,13.0,13.0,1.0,19,1,0,2,0
103,29059122,22438.0,home,1.0,9.0,9.0,1.0,19,0,0,1,0
104,29059125,22441.0,home,1.0,33.0,33.0,1.0,19,0,0,1,0
105,29059129,327994.0,away,1.0,25.0,,0.0,19,0,0,0,1
106,29059623,27367.0,home,1.0,23.0,22.0,1.0,19,0,0,1,0
107,29059623,332917.0,away,1.0,44.0,43.0,1.0,19,1,0,1,1
108,29059713,27368.0,home,1.0,18.0,19.0,1.0,19,0,0,1,0
109,29059713,332918.0,away,1.0,27.0,26.0,1.0,19,1,0,1,1
110,29059713,363473.0,away,2.0,39.0,39.0,1.0,19,1,1,1,2
111,29059715,27369.0,home,1.0,32.0,32.0,1.0,19,0,0,1,0
112,29059747,22445.0,home,1.0,43.0,42.0,1.0,19,0,0,1,0
113,29060270,320361.0,away,1.0,17.0,16.0,1.0,19,0,0,0,1
114,29060270,14811.0,home,1.0,39.0,39.0,1.0,19,0,1,1,1
115,29060270,350916.0,away,2.0,44.0,44.0,1.0,19,1,1,1,2
116,29060270,45366.0,home,2.0,49.0,49.0,1.0,19,1,2,2,2
117,29060272,320366.0,away,1.0,45.0,44.0,1.0,19,0,0,0,1
118,29060274,14815.0,home,1.0,12.0,12.0,1.0,19,0,0,1,0
119,29060274,320365.0,away,1.0,43.0,43.0,1.0,19,1,0,1,1
120,29060275,14812.0,home,1.0,24.0,23.0,1.0,19,0,0,1,0
121,29060277,320364.0,away,1.0,19.0,19.0,1.0,19,0,0,0,1
122,29060277,14814.0,home,1.0,42.0,42.0,1.0,19,0,1,1,1
123,29060278,14817.0,home,1.0,27.0,26.0,1.0,19,0,0,1,0
124,29060278,320367.0,away,1.0,35.0,35.0,1.0,19,1,0,1,1
125,29060280,14818.0,home,1.0,5.0,4.0,1.0,19,0,0,1,0
126,29060280,320368.0,away,1.0,26.0,26.0,1.0,19,1,0,1,1
127,29060281,320369.0,away,1.0,2.0,2.0,1.0,19,0,0,0,1
128,29060281,350924.0,away,2.0,9.0,9.0,1.0,19,0,1,0,2
129,29060281,381479.0,away,3.0,16.0,17.0,1.0,19,0,2,0,3
130,29060283,320352.0,away,1.0,34.0,35.0,1.0,19,0,0,0,1
131,29060283,350907.0,away,2.0,46.0,46.0,1.0,19,0,1,0,2
132,29060288,27370.0,home,1.0,46.0,46.0,1.0,19,0,0,1,0
133,29060291,332922.0,away,1.0,19.0,19.0,1.0,19,0,0,0,1
134,29060291,27372.0,home,1.0,26.0,26.0,1.0,19,0,1,1,1
135,29060291,57927.0,home,2.0,35.0,35.0,1.0,19,1,1,2,1
136,29060292,332924.0,away,1.0,11.0,11.0,1.0,19,0,0,0,1
137,29060294,332925.0,away,1.0,3.0,4.0,1.0,19,0,0,0,1
138,29060684,15406.0,home,1.0,1.0,,0.0,19,0,0,1,0
139,29060684,45961.0,home,2.0,45.0,,0.0,19,1,0,2,0
140,29060688,22452.0,home,1.0,6.0,5.0,1.0,19,0,0,1,0
141,29060689,22453.0,home,1.0,32.0,,0.0,19,0,0,1,0
142,29060689,53008.0,home,2.0,38.0,,0.0,19,1,0,2,0
143,29060689,328003.0,away,1.0,40.0,,0.0,19,2,0,2,1
144,29060716,22448.0,home,1.0,31.0,31.0,1.0,19,0,0,1,0
145,29060717,327997.0,away,1.0,43.0,44.0,1.0,19,0,0,0,1
146,29060719,327999.0,away,1.0,17.0,16.0,1.0,19,0,0,0,1
147,29060719,358554.0,away,2.0,20.0,20.0,1.0,19,0,1,0,2
148,29060719,22449.0,home,1.0,27.0,26.0,1.0,19,0,2,1,2
149,29060719,53004.0,home,2.0,31.0,31.0,1.0,19,1,2,2,2
150,29060722,22450.0,home,1.0,25.0,24.0,1.0,19,0,0,1,0
151,29060790,16773.0,home,1.0,15.0,14.0,1.0,19,0,0,1,0
152,29060790,47328.0,home,2.0,34.0,33.0,1.0,19,1,0,2,0
153,29060793,322324.0,away,1.0,11.0,11.0,1.0,19,0,0,0,1
154,29060796,322326.0,away,1.0,11.0,10.0,1.0,19,0,0,0,1
155,29060796,352881.0,away,2.0,44.0,43.0,1.0,19,0,1,0,2
156,29060797,322327.0,away,1.0,24.0,23.0,1.0,19,0,0,0,1
157,29060798,16778.0,home,1.0,34.0,34.0,1.0,19,0,0,1,0
158,29060798,322328.0,away,1.0,44.0,44.0,1.0,19,1,0,1,1
159,29060799,16779.0,home,1.0,36.0,35.0,1.0,19,0,0,1,0
160,29060801,16780.0,home,1.0,34.0,33.0,1.0,19,0,0,1,0
161,29060801,47335.0,home,2.0,37.0,36.0,1.0,19,1,0,2,0
162,29060867,314659.0,away,1.0,11.0,11.0,1.0,19,0,0,0,1
163,29060867,345214.0,away,2.0,47.0,46.0,1.0,19,0,1,0,2
164,29060874,9110.0,home,1.0,38.0,38.0,1.0,19,0,0,1,0
165,29060876,314661.0,away,1.0,2.0,2.0,1.0,19,0,0,0,1
166,29060876,9111.0,home,1.0,20.0,21.0,1.0,19,0,1,1,1
167,29060876,39666.0,home,2.0,23.0,23.0,1.0,19,1,1,2,1
168,29060878,9114.0,home,1.0,9.0,8.0,1.0,19,0,0,1,0
169,29060878,314664.0,away,1.0,40.0,39.0,1.0,19,1,0,1,1
170,29061138,314666.0,away,1.0,44.0,44.0,1.0,19,0,0,0,1
171,29061140,9117.0,home,1.0,10.0,9.0,1.0,19,0,0,1,0
172,29061140,39672.0,home,2.0,39.0,39.0,1.0,19,1,0,2,0
173,29061331,319079.0,away,1.0,37.0,36.0,1.0,19,0,0,0,1
174,29061332,13531.0,home,1.0,44.0,44.0,1.0,19,0,0,1,0
175,29061337,13533.0,home,1.0,45.0,44.0,1.0,19,0,0,1,0
176,29061338,319084.0,away,1.0,4.0,4.0,1.0,19,0,0,0,1
177,29061338,13534.0,home,1.0,7.0,6.0,1.0,19,0,1,1,1
178,29061338,44089.0,home,2.0,14.0,14.0,1.0,19,1,1,2,1
179,29061339,13535.0,home,1.0,19.0,19.0,1.0,19,0,0,1,0
180,29061339,44090.0,home,2.0,26.0,26.0,1.0,19,1,0,2,0
181,29061339,319085.0,away,1.0,34.0,34.0,1.0,19,2,0,2,1
182,29061339,74645.0,home,3.0,40.0,40.0,1.0,19,2,1,3,1
183,29061341,13536.0,home,1.0,1.0,1.0,1.0,19,0,0,1,0
184,29061341,44091.0,home,2.0,30.0,30.0,1.0,19,1,0,2,0
185,29061343,13537.0,home,1.0,8.0,8.0,1.0,19,0,0,1,0
186,29061343,44092.0,home,2.0,25.0,25.0,1.0,19,1,0,2,0
187,29061346,13539.0,home,1.0,19.0,19.0,1.0,19,0,0,1,0
188,29061346,44094.0,home,2.0,26.0,25.0,1.0,19,1,0,2,0
189,29061347,13541.0,home,1.0,11.0,11.0,1.0,19,0,0,1,0
190,29061347,44096.0,home,2.0,19.0,19.0,1.0,19,1,0,2,0
191,29061347,74651.0,home,3.0,28.0,28.0,1.0,19,2,0,3,0
192,29061348,13540.0,home,1.0,35.0,34.0,1.0,19,0,0,1,0
193,29061351,13542.0,home,1.0,12.0,12.0,1.0,19,0,0,1,0
194,29061354,13544.0,home,1.0,23.0,23.0,1.0,19,0,0,1,0
195,29062855,307431.0,away,1.0,8.0,9.0,1.0,19,0,0,0,1
196,29062855,337986.0,away,2.0,21.0,22.0,1.0,19,0,1,0,2
197,29062858,1883.0,home,1.0,13.0,14.0,1.0,19,0,0,1,0
198,29062907,1886.0,home,1.0,44.0,44.0,1.0,19,0,0,1,0
199,29062911,1888.0,home,1.0,5.0,6.0,1.0,19,0,0,1,0
200,29062911,307438.0,away,1.0,7.0,,0.0,19,1,0,1,1
201,29062911,337993.0,away,2.0,20.0,,0.0,19,1,1,1,2
202,29062911,368548.0,away,3.0,28.0,,0.0,19,1,2,1,3
203,29062912,1889.0,home,1.0,3.0,4.0,1.0,19,0,0,1,0
204,29062912,307439.0,away,1.0,46.0,46.0,1.0,19,1,0,1,1
205,29062916,307440.0,away,1.0,25.0,,0.0,19,0,0,0,1
206,29065439,320370.0,away,1.0,48.0,47.0,1.0,19,0,0,0,1
207,29065441,320373.0,away,1.0,22.0,22.0,1.0,19,0,0,0,1
208,29065441,14823.0,home,1.0,36.0,36.0,1.0,19,0,1,1,1
209,29065443,14821.0,home,1.0,15.0,15.0,1.0,19,0,0,1,0
210,29065445,320372.0,away,1.0,41.0,40.0,1.0,19,0,0,0,1
211,29065448,14826.0,home,1.0,8.0,9.0,1.0,19,0,0,1,0
212,29065448,45381.0,home,2.0,34.0,34.0,1.0,19,1,0,2,0
213,29065464,7332.0,home,1.0,20.0,20.0,1.0,19,0,0,1,0
214,29065466,312883.0,away,1.0,37.0,37.0,1.0,19,0,0,0,1
215,29065467,7334.0,home,1.0,7.0,6.0,1.0,19,0,0,1,0
216,29065467,37889.0,home,2.0,17.0,16.0,1.0,19,1,0,2,0
217,29065467,312884.0,away,1.0,23.0,22.0,1.0,19,2,0,2,1
218,29065470,7337.0,home,1.0,31.0,31.0,1.0,19,0,0,1,0
219,29065478,7340.0,home,1.0,37.0,36.0,1.0,19,0,0,1,0
220,29065479,7341.0,home,1.0,12.0,13.0,1.0,19,0,0,1,0
221,29065480,7342.0,home,1.0,41.0,41.0,1.0,19,0,0,1,0
222,29065482,7339.0,home,1.0,23.0,22.0,1.0,19,0,0,1,0
223,29065484,16781.0,home,1.0,9.0,9.0,1.0,19,0,0,1,0
224,29065484,47336.0,home,2.0,49.0,49.0,1.0,19,1,0,2,0
225,29065485,16782.0,home,1.0,33.0,32.0,1.0,19,0,0,1,0
226,29065488,322334.0,away,1.0,4.0,4.0,1.0,19,0,0,0,1
227,29065488,352889.0,away,2.0,26.0,26.0,1.0,19,0,1,0,2
228,29065488,16784.0,home,1.0,38.0,38.0,1.0,19,0,2,1,2
229,29065489,322336.0,away,1.0,3.0,2.0,1.0,19,0,0,0,1
230,29065489,352891.0,away,2.0,33.0,32.0,1.0,19,0,1,0,2
231,29065489,383446.0,away,3.0,40.0,40.0,1.0,19,0,2,0,3
232,29065489,16786.0,home,1.0,44.0,44.0,1.0,19,0,3,1,3
233,29065490,16787.0,home,1.0,11.0,,0.0,19,0,0,1,0
234,29065491,322335.0,away,1.0,18.0,18.0,1.0,19,0,0,0,1
235,29065491,352890.0,away,2.0,21.0,21.0,1.0,19,0,1,0,2
236,29065492,16788.0,home,1.0,35.0,35.0,1.0,19,0,0,1,0
237,29065495,322340.0,away,1.0,18.0,17.0,1.0,19,0,0,0,1
238,29065865,9118.0,home,1.0,4.0,3.0,1.0,19,0,0,1,0
239,29065865,39673.0,home,2.0,12.0,12.0,1.0,19,1,0,2,0
240,29065866,9125.0,home,1.0,14.0,13.0,1.0,19,0,0,1,0
241,29065866,39680.0,home,2.0,39.0,38.0,1.0,19,1,0,2,0
242,29065877,314672.0,away,1.0,34.0,34.0,1.0,19,0,0,0,1
243,29065878,9124.0,home,1.0,24.0,24.0,1.0,19,0,0,1,0
244,29065879,9121.0,home,1.0,27.0,27.0,1.0,19,0,0,1,0
245,29065879,39676.0,home,2.0,42.0,41.0,1.0,19,1,0,2,0
246,29065881,314676.0,away,1.0,18.0,18.0,1.0,19,0,0,0,1
247,29065882,9127.0,home,1.0,17.0,17.0,1.0,19,0,0,1,0
248,29066308,7336.0,home,1.0,46.0,46.0,1.0,19,0,0,1,0
249,29066340,24372.0,home,1.0,43.0,44.0,1.0,19,0,0,1,0
250,29066341,329923.0,away,1.0,24.0,24.0,1.0,19,0,0,0,1
251,29066341,24373.0,home,1.0,40.0,40.0,1.0,19,0,1,1,1
252,29066343,329919.0,away,1.0,25.0,25.0,1.0,19,0,0,0,1
253,29066344,24370.0,home,1.0,11.0,12.0,1.0,19,0,0,1,0
254,29066344,54925.0,home,2.0,18.0,18.0,1.0,19,1,0,2,0
255,29066345,329918.0,away,1.0,12.0,12.0,1.0,19,0,0,0,1
256,29066345,24368.0,home,1.0,22.0,23.0,1.0,19,0,1,1,1
257,29066488,316188.0,away,1.0,31.0,30.0,1.0,19,0,0,0,1
258,29066491,10641.0,home,1.0,12.0,11.0,1.0,19,0,0,1,0
259,29066492,316189.0,away,1.0,30.0,30.0,1.0,19,0,0,0,1
260,29066493,10642.0,home,1.0,40.0,39.0,1.0,19,0,0,1,0
261,29066658,12193.0,home,1.0,11.0,10.0,1.0,19,0,0,1,0
262,29066658,317743.0,away,1.0,26.0,26.0,1.0,19,1,0,1,1
263,29066659,317744.0,away,1.0,12.0,,0.0,19,0,0,0,1
264,29066660,12195.0,home,1.0,21.0,21.0,1.0,19,0,0,1,0
265,29066660,42750.0,home,2.0,25.0,25.0,1.0,19,1,0,2,0
266,29066660,317745.0,away,1.0,37.0,38.0,1.0,19,2,0,2,1
267,29066661,12196.0,home,1.0,21.0,21.0,1.0,19,0,0,1,0
268,29066663,12197.0,home,1.0,8.0,7.0,1.0,19,0,0,1,0
269,29066663,317747.0,away,1.0,29.0,29.0,1.0,19,1,0,1,1
270,29066664,317748.0,away,1.0,34.0,34.0,1.0,19,0,0,0,1
271,29066795,12200.0,home,1.0,38.0,38.0,1.0,19,0,0,1,0
272,29066823,320951.0,away,1.0,6.0,,0.0,19,0,0,0,1
273,29066881,27381.0,home,1.0,23.0,23.0,1.0,19,0,0,1,0
274,29066882,332928.0,away,1.0,24.0,24.0,1.0,19,0,0,0,1
275,29066883,332930.0,away,1.0,22.0,23.0,1.0,19,0,0,0,1
276,29066884,27379.0,home,1.0,11.0,11.0,1.0,19,0,0,1,0
277,29066884,57934.0,home,2.0,31.0,30.0,1.0,19,1,0,2,0
278,29066884,88489.0,home,3.0,33.0,32.0,1.0,19,2,0,3,0
279,29067318,326795.0,away,1.0,16.0,16.0,1.0,19,0,0,0,1
280,29067320,326799.0,away,1.0,7.0,7.0,1.0,19,0,0,0,1
281,29067322,326794.0,away,1.0,21.0,21.0,1.0,19,0,0,0,1
282,29067325,326801.0,away,1.0,8.0,7.0,1.0,19,0,0,0,1
283,29067325,21251.0,home,1.0,16.0,15.0,1.0,19,0,1,1,1
284,29067325,51806.0,home,2.0,31.0,30.0,1.0,19,1,1,2,1
285,29067325,357356.0,away,2.0,33.0,33.0,1.0,19,2,1,2,2
286,29067325,82361.0,home,3.0,42.0,42.0,1.0,19,2,2,3,2
287,29067327,21248.0,home,1.0,20.0,20.0,1.0,19,0,0,1,0
288,29067327,326798.0,away,1.0,25.0,25.0,1.0,19,1,0,1,1
289,29067328,21247.0,home,1.0,15.0,15.0,1.0,19,0,0,1,0
290,29067328,51802.0,home,2.0,19.0,19.0,1.0,19,1,0,2,0
291,29067328,326797.0,away,1.0,34.0,34.0,1.0,19,2,0,2,1
292,29067511,7344.0,home,1.0,13.0,12.0,1.0,19,0,0,1,0
293,29067511,312894.0,away,1.0,14.0,14.0,1.0,19,1,0,1,1
294,29067511,37899.0,home,2.0,22.0,22.0,1.0,19,1,1,2,1
295,29067511,68454.0,home,3.0,25.0,25.0,1.0,19,2,1,3,1
296,29067512,312895.0,away,1.0,27.0,27.0,1.0,19,0,0,0,1
297,29067512,343450.0,away,2.0,37.0,37.0,1.0,19,0,1,0,2
298,29067512,7345.0,home,1.0,45.0,45.0,1.0,19,0,2,1,2
299,29067541,7347.0,home,1.0,3.0,,0.0,19,0,0,1,0
300,29067541,37902.0,home,2.0,40.0,,0.0,19,1,0,2,0
301,29067545,312898.0,away,1.0,22.0,21.0,1.0,19,0,0,0,1
302,29067551,312900.0,away,1.0,14.0,14.0,1.0,19,0,0,0,1
303,29067557,312901.0,away,1.0,2.0,3.0,1.0,19,0,0,0,1
304,29067557,7351.0,home,1.0,20.0,20.0,1.0,19,0,1,1,1
305,29067562,312905.0,away,1.0,19.0,19.0,1.0,19,0,0,0,1
306,29068357,15404.0,home,1.0,2.0,3.0,1.0,19,0,0,1,0
307,29068357,320954.0,away,1.0,17.0,17.0,1.0,19,1,0,1,1
308,29068358,320955.0,away,1.0,12.0,,0.0,19,0,0,0,1
309,29069447,12202.0,home,1.0,2.0,1.0,1.0,19,0,0,1,0
310,29069460,28760.0,home,1.0,37.0,36.0,1.0,19,0,0,1,0
311,29069460,59315.0,home,2.0,46.0,45.0,1.0,19,1,0,2,0
312,29069936,28759.0,home,1.0,1.0,1.0,1.0,19,0,0,1,0
313,29069936,59314.0,home,2.0,21.0,21.0,1.0,19,1,0,2,0
314,29069936,89869.0,home,3.0,26.0,26.0,1.0,19,2,0,3,0
315,29071543,332933.0,away,1.0,38.0,37.0,1.0,19,0,0,0,1
316,29071546,27385.0,home,1.0,7.0,7.0,1.0,19,0,0,1,0
317,29071547,332936.0,away,1.0,30.0,29.0,1.0,19,0,0,0,1
318,29071554,22454.0,home,1.0,3.0,3.0,1.0,19,0,0,1,0
319,29071556,328005.0,away,1.0,22.0,22.0,1.0,19,0,0,0,1
320,29071558,22456.0,home,1.0,43.0,43.0,1.0,19,0,0,1,0
321,29071564,22462.0,home,1.0,27.0,27.0,1.0,19,0,0,1,0
322,29071565,22461.0,home,1.0,20.0,19.0,1.0,19,0,0,1,0
323,29072933,331261.0,away,1.0,31.0,32.0,1.0,19,0,0,0,1
324,29072934,25712.0,home,1.0,40.0,39.0,1.0,19,0,0,1,0
325,29072937,25709.0,home,1.0,33.0,33.0,1.0,19,0,0,1,0
326,29072939,25715.0,home,1.0,42.0,41.0,1.0,19,0,0,1,0
327,29072941,25716.0,home,1.0,22.0,22.0,1.0,19,0,0,1,0
328,29072941,56271.0,home,2.0,28.0,28.0,1.0,19,1,0,2,0
329,29072941,331266.0,away,1.0,39.0,39.0,1.0,19,2,0,2,1
330,29072942,25717.0,home,1.0,32.0,32.0,1.0,19,0,0,1,0
331,29072944,331264.0,away,1.0,18.0,18.0,1.0,19,0,0,0,1
332,29072946,25713.0,home,1.0,12.0,13.0,1.0,19,0,0,1,0
333,29072946,331263.0,away,1.0,36.0,36.0,1.0,19,1,0,1,1
334,29072946,361818.0,away,2.0,44.0,44.0,1.0,19,1,1,1,2
335,29072948,25718.0,home,1.0,24.0,24.0,1.0,19,0,0,1,0
336,29073600,317753.0,away,1.0,16.0,16.0,1.0,19,0,0,0,1
337,29073600,12203.0,home,1.0,21.0,21.0,1.0,19,0,1,1,1
338,29073600,42758.0,home,2.0,32.0,32.0,1.0,19,1,1,2,1
339,29073600,348308.0,away,2.0,33.0,33.0,1.0,19,2,1,2,2
340,29073600,378863.0,away,3.0,36.0,36.0,1.0,19,2,2,2,3
341,29073600,73313.0,home,3.0,41.0,41.0,1.0,19,2,3,3,3
342,29074103,317758.0,away,1.0,23.0,23.0,1.0,19,0,0,0,1
343,29074105,317756.0,away,1.0,29.0,29.0,1.0,19,0,0,0,1
344,29074106,317757.0,away,1.0,18.0,18.0,1.0,19,0,0,0,1
345,29074108,12204.0,home,1.0,46.0,45.0,1.0,19,0,0,1,0
346,29074110,317759.0,away,1.0,35.0,35.0,1.0,19,0,0,0,1
347,29076167,324074.0,away,1.0,9.0,10.0,1.0,19,0,0,0,1
348,29076168,324076.0,away,1.0,5.0,5.0,1.0,19,0,0,0,1
349,29076170,18522.0,home,1.0,17.0,17.0,1.0,19,0,0,1,0
350,29076170,324072.0,away,1.0,41.0,41.0,1.0,19,1,0,1,1
351,29076175,18527.0,home,1.0,13.0,13.0,1.0,19,0,0,1,0
352,29076411,10647.0,home,1.0,12.0,12.0,1.0,19,0,0,1,0
353,29076412,316195.0,away,1.0,12.0,12.0,1.0,19,0,0,0,1
354,29076412,346750.0,away,2.0,17.0,17.0,1.0,19,0,1,0,2
355,29076412,10645.0,home,1.0,22.0,22.0,1.0,19,0,2,1,2
356,29076414,10644.0,home,1.0,11.0,11.0,1.0,19,0,0,1,0
357,29076414,41199.0,home,2.0,37.0,37.0,1.0,19,1,0,2,0
