,event_id,footy_index,scoring_team,goal_order,t_footy,t_bf_home,found_goal_home,year,goalcount_home_before,goalcount_away_before,goalcount_home_after,goalcount_away_after
4998,29437774,87018.0,home,3.0,40.0,40.0,1.0,19,2,0,3,0
4999,29437856,331459.0,away,1.0,26.0,26.0,1.0,19,0,0,0,1
5000,29437856,362014.0,away,2.0,39.0,39.0,1.0,19,0,1,0,2
5001,29437889,331466.0,away,1.0,15.0,16.0,1.0,19,0,0,0,1
5002,29437961,331464.0,away,1.0,51.0,51.0,1.0,19,0,0,0,1
5003,29438003,331463.0,away,1.0,37.0,37.0,1.0,19,0,0,0,1
5004,29438151,334465.0,away,1.0,37.0,36.0,1.0,19,0,0,0,1
5005,29438153,334469.0,away,1.0,20.0,21.0,1.0,19,0,0,0,1
5006,29438153,365024.0,away,2.0,22.0,,0.0,19,0,1,0,2
5007,29438153,395579.0,away,3.0,44.0,,0.0,19,0,2,0,3
5008,29438154,28918.0,home,1.0,17.0,16.0,1.0,19,0,0,1,0
5009,29438154,334468.0,away,1.0,27.0,27.0,1.0,19,1,0,1,1
5010,29438157,334461.0,away,1.0,23.0,23.0,1.0,19,0,0,0,1
5011,29438158,334463.0,away,1.0,16.0,16.0,1.0,19,0,0,0,1
5012,29438175,28916.0,home,1.0,36.0,36.0,1.0,19,0,0,1,0
5013,29438176,28912.0,home,1.0,37.0,37.0,1.0,19,0,0,1,0
5014,29438205,4629.0,home,1.0,40.0,40.0,1.0,19,0,0,1,0
5015,29438224,310178.0,away,1.0,23.0,23.0,1.0,19,0,0,0,1
5016,29438247,334467.0,away,1.0,35.0,36.0,1.0,19,0,0,0,1
5017,29438270,326988.0,away,1.0,16.0,16.0,1.0,19,0,0,0,1
5018,29438270,357543.0,away,2.0,24.0,23.0,1.0,19,0,1,0,2
5019,29438272,326981.0,away,1.0,2.0,,0.0,19,0,0,0,1
5020,29438272,21431.0,home,1.0,4.0,,0.0,19,0,1,1,1
5021,29438272,51986.0,home,2.0,16.0,,0.0,19,1,1,2,1
5022,29438272,82541.0,home,3.0,33.0,,0.0,19,2,1,3,1
5023,29438272,113096.0,home,4.0,45.0,,0.0,19,3,1,4,1
5024,29438273,21436.0,home,1.0,6.0,7.0,1.0,19,0,0,1,0
5025,29438273,51991.0,home,2.0,21.0,21.0,1.0,19,1,0,2,0
5026,29438273,82546.0,home,3.0,33.0,33.0,1.0,19,2,0,3,0
5027,29438274,21430.0,home,1.0,14.0,,0.0,19,0,0,1,0
5028,29438274,326980.0,away,1.0,22.0,,0.0,19,1,0,1,1
5029,29438274,51985.0,home,2.0,47.0,,0.0,19,1,1,2,1
5030,29438275,21433.0,home,1.0,18.0,18.0,1.0,19,0,0,1,0
5031,29438275,51988.0,home,2.0,36.0,36.0,1.0,19,1,0,2,0
5032,29438276,21437.0,home,1.0,17.0,17.0,1.0,19,0,0,1,0
5033,29438276,326987.0,away,1.0,33.0,33.0,1.0,19,1,0,1,1
5034,29438276,51992.0,home,2.0,42.0,42.0,1.0,19,1,1,2,1
5035,29438277,21435.0,home,1.0,26.0,26.0,1.0,19,0,0,1,0
5036,29438277,326985.0,away,1.0,28.0,28.0,1.0,19,1,0,1,1
5037,29438277,357540.0,away,2.0,34.0,34.0,1.0,19,1,1,1,2
5038,29438278,21432.0,home,1.0,12.0,12.0,1.0,19,0,0,1,0
5039,29438278,326982.0,away,1.0,44.0,45.0,1.0,19,1,0,1,1
5040,29438279,21434.0,home,1.0,38.0,38.0,1.0,19,0,0,1,0
5041,29438329,310185.0,away,1.0,8.0,8.0,1.0,19,0,0,0,1
5042,29438353,310184.0,away,1.0,36.0,36.0,1.0,19,0,0,0,1
5043,29438353,4634.0,home,1.0,47.0,48.0,1.0,19,0,1,1,1
5044,29438388,4636.0,home,1.0,27.0,27.0,1.0,19,0,0,1,0
5045,29438389,310187.0,away,1.0,7.0,7.0,1.0,19,0,0,0,1
5046,29438389,340742.0,away,2.0,15.0,16.0,1.0,19,0,1,0,2
5047,29438609,3409.0,home,1.0,11.0,11.0,1.0,19,0,0,1,0
5048,29438609,33964.0,home,2.0,38.0,38.0,1.0,19,1,0,2,0
5049,29438714,18707.0,home,1.0,28.0,29.0,1.0,19,0,0,1,0
5050,29438715,324260.0,away,1.0,23.0,24.0,1.0,19,0,0,0,1
5051,29438716,324258.0,away,1.0,24.0,24.0,1.0,19,0,0,0,1
5052,29438716,354813.0,away,2.0,29.0,30.0,1.0,19,0,1,0,2
5053,29438716,18708.0,home,1.0,44.0,,0.0,19,0,2,1,2
5054,29438718,324262.0,away,1.0,24.0,,0.0,19,0,0,0,1
5055,29439308,336018.0,away,1.0,17.0,17.0,1.0,19,0,0,0,1
5056,29439308,30468.0,home,1.0,35.0,35.0,1.0,19,0,1,1,1
5057,29439308,61023.0,home,2.0,37.0,,0.0,19,1,1,2,1
5058,29439431,336020.0,away,1.0,20.0,19.0,1.0,19,0,0,0,1
5059,29439431,366575.0,away,2.0,23.0,24.0,1.0,19,0,1,0,2
5060,29439431,397130.0,away,3.0,32.0,32.0,1.0,19,0,2,0,3
5061,29439433,336019.0,away,1.0,14.0,14.0,1.0,19,0,0,0,1
5062,29439434,30471.0,home,1.0,27.0,26.0,1.0,19,0,0,1,0
5063,29439435,336023.0,away,1.0,47.0,47.0,1.0,19,0,0,0,1
5064,29439453,30474.0,home,1.0,12.0,12.0,1.0,19,0,0,1,0
5065,29439454,30475.0,home,1.0,12.0,11.0,1.0,19,0,0,1,0
5066,29439482,30478.0,home,1.0,16.0,16.0,1.0,19,0,0,1,0
5067,29439485,30479.0,home,1.0,47.0,47.0,1.0,19,0,0,1,0
5068,29439491,30477.0,home,1.0,3.0,4.0,1.0,19,0,0,1,0
5069,29439491,61032.0,home,2.0,20.0,20.0,1.0,19,1,0,2,0
5070,29439491,91587.0,home,3.0,33.0,,0.0,19,2,0,3,0
5071,29439497,336030.0,away,1.0,25.0,25.0,1.0,19,0,0,0,1
5072,29439497,366585.0,away,2.0,29.0,29.0,1.0,19,0,1,0,2
5073,29439499,336026.0,away,1.0,10.0,11.0,1.0,19,0,0,0,1
5074,29439499,366581.0,away,2.0,26.0,26.0,1.0,19,0,1,0,2
5075,29439542,27616.0,home,1.0,28.0,28.0,1.0,19,0,0,1,0
5076,29439542,333166.0,away,1.0,42.0,42.0,1.0,19,1,0,1,1
5077,29439563,333169.0,away,1.0,19.0,19.0,1.0,19,0,0,0,1
5078,29439564,27618.0,home,1.0,4.0,5.0,1.0,19,0,0,1,0
5079,29439633,4633.0,home,1.0,41.0,40.0,1.0,19,0,0,1,0
5080,29440232,20153.0,home,1.0,43.0,43.0,1.0,19,0,0,1,0
5081,29440232,325703.0,away,1.0,45.0,45.0,1.0,19,1,0,1,1
5082,29440234,325700.0,away,1.0,29.0,29.0,1.0,19,0,0,0,1
5083,29440241,20152.0,home,1.0,39.0,39.0,1.0,19,0,0,1,0
5084,29440243,20156.0,home,1.0,2.0,2.0,1.0,19,0,0,1,0
5085,29440243,325706.0,away,1.0,13.0,13.0,1.0,19,1,0,1,1
5086,29440244,325704.0,away,1.0,20.0,21.0,1.0,19,0,0,0,1
5087,29440245,325707.0,away,1.0,3.0,3.0,1.0,19,0,0,0,1
5088,29440249,325705.0,away,1.0,15.0,15.0,1.0,19,0,0,0,1
5089,29440249,356260.0,away,2.0,34.0,35.0,1.0,19,0,1,0,2
5090,29440328,324263.0,away,1.0,32.0,,0.0,19,0,0,0,1
5091,29440329,18714.0,home,1.0,3.0,4.0,1.0,19,0,0,1,0
5092,29440329,324264.0,away,1.0,11.0,12.0,1.0,19,1,0,1,1
5093,29440329,354819.0,away,2.0,47.0,,0.0,19,1,1,1,2
5094,29440497,27623.0,home,1.0,30.0,30.0,1.0,19,0,0,1,0
5095,29440498,333170.0,away,1.0,10.0,10.0,1.0,19,0,0,0,1
5096,29440498,363725.0,away,2.0,32.0,32.0,1.0,19,0,1,0,2
5097,29440498,27620.0,home,1.0,45.0,,0.0,19,0,2,1,2
5098,29440499,27624.0,home,1.0,16.0,,0.0,19,0,0,1,0
5099,29440500,333171.0,away,1.0,6.0,6.0,1.0,19,0,0,0,1
5100,29440500,27621.0,home,1.0,18.0,18.0,1.0,19,0,1,1,1
5101,29440500,58176.0,home,2.0,33.0,34.0,1.0,19,1,1,2,1
5102,29440919,27625.0,home,1.0,32.0,32.0,1.0,19,0,0,1,0
5103,29440967,324265.0,away,1.0,27.0,28.0,1.0,19,0,0,0,1
5104,29441554,317971.0,away,1.0,29.0,29.0,1.0,19,0,0,0,1
5105,29441564,317973.0,away,1.0,7.0,7.0,1.0,19,0,0,0,1
5106,29441565,12420.0,home,1.0,20.0,20.0,1.0,19,0,0,1,0
5107,29441566,317974.0,away,1.0,47.0,48.0,1.0,19,0,0,0,1
5108,29441891,12429.0,home,1.0,26.0,25.0,1.0,19,0,0,1,0
5109,29441891,317979.0,away,1.0,34.0,35.0,1.0,19,1,0,1,1
5110,29441952,317978.0,away,1.0,3.0,3.0,1.0,19,0,0,0,1
5111,29441952,348533.0,away,2.0,46.0,45.0,1.0,19,0,1,0,2
5112,29442013,3406.0,home,1.0,49.0,49.0,1.0,19,0,0,1,0
5113,29442015,308955.0,away,1.0,39.0,39.0,1.0,19,0,0,0,1
5114,29442016,3407.0,home,1.0,44.0,44.0,1.0,19,0,0,1,0
5115,29442020,3408.0,home,1.0,25.0,25.0,1.0,19,0,0,1,0
5116,29442665,15520.0,home,1.0,3.0,3.0,1.0,19,0,0,1,0
5117,29442665,46075.0,home,2.0,34.0,33.0,1.0,19,1,0,2,0
5118,29442668,321075.0,away,1.0,7.0,8.0,1.0,19,0,0,0,1
5119,29442668,351630.0,away,2.0,24.0,25.0,1.0,19,0,1,0,2
5120,29442672,15523.0,home,1.0,26.0,,0.0,19,0,0,1,0
5121,29442679,15522.0,home,1.0,40.0,,0.0,19,0,0,1,0
5122,29442880,306989.0,away,1.0,6.0,7.0,1.0,19,0,0,0,1
5123,29442882,1437.0,home,1.0,29.0,29.0,1.0,19,0,0,1,0
5124,29443069,4638.0,home,1.0,3.0,3.0,1.0,19,0,0,1,0
5125,29443069,310188.0,away,1.0,26.0,25.0,1.0,19,1,0,1,1
5126,29443205,4641.0,home,1.0,30.0,30.0,1.0,19,0,0,1,0
5127,29443213,4646.0,home,1.0,41.0,41.0,1.0,19,0,0,1,0
5128,29443213,310196.0,away,1.0,43.0,43.0,1.0,19,1,0,1,1
5129,29443235,310193.0,away,1.0,45.0,45.0,1.0,19,0,0,0,1
5130,29443239,4642.0,home,1.0,41.0,40.0,1.0,19,0,0,1,0
5131,29443521,1441.0,home,1.0,3.0,3.0,1.0,19,0,0,1,0
5132,29443521,31996.0,home,2.0,20.0,20.0,1.0,19,1,0,2,0
5133,29443521,306991.0,away,1.0,38.0,38.0,1.0,19,2,0,2,1
5134,29443522,1440.0,home,1.0,11.0,11.0,1.0,19,0,0,1,0
5135,29443526,1445.0,home,1.0,20.0,19.0,1.0,19,0,0,1,0
5136,29443527,1442.0,home,1.0,35.0,36.0,1.0,19,0,0,1,0
5137,29443528,1443.0,home,1.0,32.0,32.0,1.0,19,0,0,1,0
5138,29443528,306993.0,away,1.0,38.0,38.0,1.0,19,1,0,1,1
5139,29443528,31998.0,home,2.0,43.0,43.0,1.0,19,1,1,2,1
5140,29443528,62553.0,home,3.0,47.0,47.0,1.0,19,2,1,3,1
5141,29443546,1444.0,home,1.0,19.0,20.0,1.0,19,0,0,1,0
5142,29443546,306994.0,away,1.0,41.0,42.0,1.0,19,1,0,1,1
5143,29443548,1447.0,home,1.0,6.0,6.0,1.0,19,0,0,1,0
5144,29443548,306997.0,away,1.0,29.0,30.0,1.0,19,1,0,1,1
5145,29443548,32002.0,home,2.0,33.0,34.0,1.0,19,1,1,2,1
5146,29443559,306996.0,away,1.0,1.0,2.0,1.0,19,0,0,0,1
5147,29443559,1446.0,home,1.0,17.0,18.0,1.0,19,0,1,1,1
5148,29443559,32001.0,home,2.0,37.0,37.0,1.0,19,1,1,2,1
5149,29444270,14982.0,home,1.0,10.0,9.0,1.0,19,0,0,1,0
5150,29444271,320534.0,away,1.0,13.0,13.0,1.0,19,0,0,0,1
5151,29444271,351089.0,away,2.0,35.0,34.0,1.0,19,0,1,0,2
5152,29444273,320535.0,away,1.0,6.0,6.0,1.0,19,0,0,0,1
5153,29444274,14983.0,home,1.0,23.0,23.0,1.0,19,0,0,1,0
5154,29444274,320533.0,away,1.0,39.0,39.0,1.0,19,1,0,1,1
5155,29444276,320537.0,away,1.0,6.0,6.0,1.0,19,0,0,0,1
5156,29444276,14987.0,home,1.0,36.0,36.0,1.0,19,0,1,1,1
5157,29444316,14979.0,home,1.0,36.0,36.0,1.0,19,0,0,1,0
5158,29444319,320536.0,away,1.0,11.0,10.0,1.0,19,0,0,0,1
5159,29444319,14986.0,home,1.0,43.0,43.0,1.0,19,0,1,1,1
5160,29444327,14980.0,home,1.0,3.0,2.0,1.0,19,0,0,1,0
5161,29444330,14981.0,home,1.0,20.0,20.0,1.0,19,0,0,1,0
5162,29444330,45536.0,home,2.0,25.0,24.0,1.0,19,1,0,2,0
5163,29445234,10846.0,home,1.0,7.0,7.0,1.0,19,0,0,1,0
5164,29445234,41401.0,home,2.0,9.0,9.0,1.0,19,1,0,2,0
5165,29445382,10840.0,home,1.0,39.0,38.0,1.0,19,0,0,1,0
5166,29445501,10848.0,home,1.0,17.0,17.0,1.0,19,0,0,1,0
5167,29445501,41403.0,home,2.0,26.0,26.0,1.0,19,1,0,2,0
5168,29445501,316398.0,away,1.0,38.0,38.0,1.0,19,2,0,2,1
5169,29445501,346953.0,away,2.0,41.0,41.0,1.0,19,2,1,2,2
5170,29445506,10841.0,home,1.0,7.0,7.0,1.0,19,0,0,1,0
5171,29445506,316391.0,away,1.0,9.0,8.0,1.0,19,1,0,1,1
5172,29445506,346946.0,away,2.0,34.0,33.0,1.0,19,1,1,1,2
5173,29445508,316395.0,away,1.0,34.0,34.0,1.0,19,0,0,0,1
5174,29445508,10845.0,home,1.0,37.0,37.0,1.0,19,0,1,1,1
5175,29447781,314877.0,away,1.0,20.0,20.0,1.0,19,0,0,0,1
5176,29447783,9322.0,home,1.0,10.0,10.0,1.0,19,0,0,1,0
5177,29447783,39877.0,home,2.0,14.0,14.0,1.0,19,1,0,2,0
5178,29447784,9324.0,home,1.0,1.0,2.0,1.0,19,0,0,1,0
5179,29447784,39879.0,home,2.0,7.0,6.0,1.0,19,1,0,2,0
5180,29447784,70434.0,home,3.0,12.0,12.0,1.0,19,2,0,3,0
5181,29447784,100989.0,home,4.0,15.0,,0.0,19,3,0,4,0
5182,29447784,131544.0,home,5.0,18.0,,0.0,19,4,0,5,0
5183,29447785,314873.0,away,1.0,40.0,,0.0,19,0,0,0,1
5184,29447787,314871.0,away,1.0,29.0,30.0,1.0,19,0,0,0,1
5185,29447789,314870.0,away,1.0,10.0,10.0,1.0,19,0,0,0,1
5186,29447789,345425.0,away,2.0,35.0,36.0,1.0,19,0,1,0,2
5187,29447790,9326.0,home,1.0,44.0,44.0,1.0,19,0,0,1,0
5188,29447886,314878.0,away,1.0,14.0,15.0,1.0,19,0,0,0,1
5189,29447886,345433.0,away,2.0,30.0,31.0,1.0,19,0,1,0,2
5190,29448353,336031.0,away,1.0,2.0,2.0,1.0,19,0,0,0,1
5191,29448358,336033.0,away,1.0,10.0,10.0,1.0,19,0,0,0,1
5192,29448358,366588.0,away,2.0,21.0,21.0,1.0,19,0,1,0,2
5193,29448358,397143.0,away,3.0,28.0,28.0,1.0,19,0,2,0,3
5194,29448364,30484.0,home,1.0,41.0,41.0,1.0,19,0,0,1,0
5195,29448365,336032.0,away,1.0,12.0,11.0,1.0,19,0,0,0,1
5196,29448365,30482.0,home,1.0,13.0,12.0,1.0,19,0,1,1,1
5197,29448365,61037.0,home,2.0,20.0,19.0,1.0,19,1,1,2,1
5198,29448652,22621.0,home,1.0,45.0,45.0,1.0,19,0,0,1,0
5199,29448659,22626.0,home,1.0,7.0,6.0,1.0,19,0,0,1,0
5200,29448660,22620.0,home,1.0,6.0,6.0,1.0,19,0,0,1,0
5201,29448665,22622.0,home,1.0,11.0,11.0,1.0,19,0,0,1,0
5202,29448665,328172.0,away,1.0,18.0,18.0,1.0,19,1,0,1,1
5203,29448665,53177.0,home,2.0,40.0,39.0,1.0,19,1,1,2,1
5204,29448666,328174.0,away,1.0,10.0,9.0,1.0,19,0,0,0,1
5205,29448666,358729.0,away,2.0,45.0,46.0,1.0,19,0,1,0,2
5206,29448672,328175.0,away,1.0,25.0,25.0,1.0,19,0,0,0,1
5207,29448672,358730.0,away,2.0,45.0,46.0,1.0,19,0,1,0,2
5208,29448673,328173.0,away,1.0,5.0,5.0,1.0,19,0,0,0,1
5209,29448673,358728.0,away,2.0,17.0,16.0,1.0,19,0,1,0,2
5210,29448673,22623.0,home,1.0,52.0,52.0,1.0,19,0,2,1,2
5211,29449028,329120.0,away,1.0,27.0,27.0,1.0,19,0,0,0,1
5212,29449028,23570.0,home,1.0,38.0,38.0,1.0,19,0,1,1,1
5213,29449045,23567.0,home,1.0,13.0,13.0,1.0,19,0,0,1,0
5214,29449046,23568.0,home,1.0,27.0,28.0,1.0,19,0,0,1,0
5215,29449047,329121.0,away,1.0,10.0,10.0,1.0,19,0,0,0,1
5216,29449060,23573.0,home,1.0,25.0,25.0,1.0,19,0,0,1,0
5217,29449061,329122.0,away,1.0,31.0,32.0,1.0,19,0,0,0,1
5218,29449063,23574.0,home,1.0,32.0,,0.0,19,0,0,1,0
5219,29449063,54129.0,home,2.0,37.0,,0.0,19,1,0,2,0
5220,29449063,84684.0,home,3.0,41.0,,0.0,19,2,0,3,0
5221,29449262,331472.0,away,1.0,18.0,18.0,1.0,19,0,0,0,1
5222,29449262,362027.0,away,2.0,34.0,35.0,1.0,19,0,1,0,2
5223,29449340,4648.0,home,1.0,7.0,7.0,1.0,19,0,0,1,0
5224,29449353,310197.0,away,1.0,28.0,27.0,1.0,19,0,0,0,1
5225,29449353,340752.0,away,2.0,40.0,40.0,1.0,19,0,1,0,2
5226,29449420,25921.0,home,1.0,7.0,7.0,1.0,19,0,0,1,0
5227,29449420,56476.0,home,2.0,33.0,33.0,1.0,19,1,0,2,0
5228,29449421,25924.0,home,1.0,38.0,37.0,1.0,19,0,0,1,0
5229,29449425,25923.0,home,1.0,21.0,21.0,1.0,19,0,0,1,0
5230,29449425,331473.0,away,1.0,35.0,35.0,1.0,19,1,0,1,1
5231,29449579,333176.0,away,1.0,34.0,34.0,1.0,19,0,0,0,1
5232,29449680,13714.0,home,1.0,6.0,5.0,1.0,19,0,0,1,0
5233,29449680,319264.0,away,1.0,9.0,9.0,1.0,19,1,0,1,1
5234,29449680,349819.0,away,2.0,45.0,45.0,1.0,19,1,1,1,2
5235,29449682,319261.0,away,1.0,32.0,33.0,1.0,19,0,0,0,1
5236,29449687,13712.0,home,1.0,3.0,3.0,1.0,19,0,0,1,0
5237,29449687,44267.0,home,2.0,29.0,29.0,1.0,19,1,0,2,0
5238,29449688,13716.0,home,1.0,40.0,41.0,1.0,19,0,0,1,0
5239,29449689,319263.0,away,1.0,24.0,23.0,1.0,19,0,0,0,1
5240,29449691,13717.0,home,1.0,18.0,18.0,1.0,19,0,0,1,0
5241,29449949,333178.0,away,1.0,9.0,8.0,1.0,19,0,0,0,1
5242,29450307,333180.0,away,1.0,36.0,36.0,1.0,19,0,0,0,1
5243,29451145,320546.0,away,1.0,23.0,23.0,1.0,19,0,0,0,1
5244,29451163,320543.0,away,1.0,15.0,15.0,1.0,19,0,0,0,1
5245,29451165,14995.0,home,1.0,42.0,42.0,1.0,19,0,0,1,0
5246,29451165,320545.0,away,1.0,45.0,45.0,1.0,19,1,0,1,1
5247,29451166,320544.0,away,1.0,7.0,7.0,1.0,19,0,0,0,1
5248,29451166,14994.0,home,1.0,9.0,9.0,1.0,19,0,1,1,1
5249,29451166,45549.0,home,2.0,41.0,40.0,1.0,19,1,1,2,1
5250,29451171,320542.0,away,1.0,34.0,35.0,1.0,19,0,0,0,1
5251,29451172,320540.0,away,1.0,43.0,42.0,1.0,19,0,0,0,1
5252,29451174,320541.0,away,1.0,9.0,10.0,1.0,19,0,0,0,1
5253,29451175,320539.0,away,1.0,29.0,29.0,1.0,19,0,0,0,1
5254,29451175,351094.0,away,2.0,43.0,43.0,1.0,19,0,1,0,2
5255,29451234,7653.0,home,1.0,20.0,21.0,1.0,19,0,0,1,0
5256,29451235,313211.0,away,1.0,8.0,9.0,1.0,19,0,0,0,1
5257,29451246,7663.0,home,1.0,22.0,23.0,1.0,19,0,0,1,0
5258,29451248,313212.0,away,1.0,42.0,,0.0,19,0,0,0,1
5259,29451251,7657.0,home,1.0,2.0,3.0,1.0,19,0,0,1,0
5260,29451254,313214.0,away,1.0,16.0,16.0,1.0,19,0,0,0,1
5261,29451254,7664.0,home,1.0,19.0,19.0,1.0,19,0,1,1,1
5262,29451254,343769.0,away,2.0,35.0,36.0,1.0,19,1,1,1,2
5263,29451302,313204.0,away,1.0,23.0,23.0,1.0,19,0,0,0,1
5264,29451312,333186.0,away,1.0,12.0,13.0,1.0,19,0,0,0,1
5265,29451312,363741.0,away,2.0,42.0,43.0,1.0,19,0,1,0,2
5266,29451314,27634.0,home,1.0,31.0,30.0,1.0,19,0,0,1,0
5267,29451315,27633.0,home,1.0,28.0,27.0,1.0,19,0,0,1,0
5268,29451316,333185.0,away,1.0,10.0,10.0,1.0,19,0,0,0,1
5269,29451316,27635.0,home,1.0,34.0,34.0,1.0,19,0,1,1,1
5270,29451357,326995.0,away,1.0,3.0,4.0,1.0,19,0,0,0,1
5271,29451357,357550.0,away,2.0,12.0,,0.0,19,0,1,0,2
5272,29451357,21445.0,home,1.0,21.0,,0.0,19,0,2,1,2
5273,29451357,52000.0,home,2.0,32.0,,0.0,19,1,2,2,2
5274,29451358,326994.0,away,1.0,18.0,19.0,1.0,19,0,0,0,1
5275,29451358,21444.0,home,1.0,30.0,30.0,1.0,19,0,1,1,1
5276,29451361,21440.0,home,1.0,15.0,15.0,1.0,19,0,0,1,0
5277,29451361,51995.0,home,2.0,43.0,42.0,1.0,19,1,0,2,0
5278,29451362,326993.0,away,1.0,25.0,24.0,1.0,19,0,0,0,1
5279,29451364,21439.0,home,1.0,5.0,,0.0,19,0,0,1,0
5280,29451364,326989.0,away,1.0,41.0,,0.0,19,1,0,1,1
5281,29451364,357544.0,away,2.0,47.0,,0.0,19,1,1,1,2
5282,29451365,21441.0,home,1.0,19.0,19.0,1.0,19,0,0,1,0
5283,29451367,21442.0,home,1.0,22.0,22.0,1.0,19,0,0,1,0
5284,29451424,322517.0,away,1.0,20.0,20.0,1.0,19,0,0,0,1
5285,29451424,16967.0,home,1.0,31.0,31.0,1.0,19,0,1,1,1
5286,29451426,322521.0,away,1.0,28.0,28.0,1.0,19,0,0,0,1
5287,29451426,353076.0,away,2.0,40.0,40.0,1.0,19,0,1,0,2
5288,29451428,322523.0,away,1.0,24.0,24.0,1.0,19,0,0,0,1
5289,29451429,16974.0,home,1.0,8.0,8.0,1.0,19,0,0,1,0
5290,29451437,16969.0,home,1.0,26.0,25.0,1.0,19,0,0,1,0
5291,29451437,47524.0,home,2.0,47.0,47.0,1.0,19,1,0,2,0
5292,29451549,3413.0,home,1.0,23.0,23.0,1.0,19,0,0,1,0
5293,29451549,33968.0,home,2.0,37.0,37.0,1.0,19,1,0,2,0
5294,29451554,3417.0,home,1.0,20.0,20.0,1.0,19,0,0,1,0
5295,29451563,3420.0,home,1.0,45.0,45.0,1.0,19,0,0,1,0
5296,29451564,3421.0,home,1.0,40.0,40.0,1.0,19,0,0,1,0
5297,29451565,308968.0,away,1.0,18.0,18.0,1.0,19,0,0,0,1
5298,29451565,339523.0,away,2.0,28.0,27.0,1.0,19,0,1,0,2
5299,29451565,3418.0,home,1.0,37.0,36.0,1.0,19,0,2,1,2
5300,29451566,308969.0,away,1.0,42.0,42.0,1.0,19,0,0,0,1
5301,29451699,10854.0,home,1.0,39.0,39.0,1.0,19,0,0,1,0
5302,29451700,316402.0,away,1.0,39.0,39.0,1.0,19,0,0,0,1
5303,29451702,316399.0,away,1.0,28.0,28.0,1.0,19,0,0,0,1
5304,29451704,316400.0,away,1.0,17.0,17.0,1.0,19,0,0,0,1
5305,29451705,316405.0,away,1.0,22.0,22.0,1.0,19,0,0,0,1
5306,29451705,10855.0,home,1.0,29.0,29.0,1.0,19,0,1,1,1
5307,29451707,316407.0,away,1.0,34.0,35.0,1.0,19,0,0,0,1
5308,29451709,10853.0,home,1.0,6.0,5.0,1.0,19,0,0,1,0
5309,29451709,316403.0,away,1.0,20.0,19.0,1.0,19,1,0,1,1
5310,29451709,346958.0,away,2.0,46.0,45.0,1.0,19,1,1,1,2
5311,29452206,28923.0,home,1.0,2.0,2.0,1.0,19,0,0,1,0
5312,29452206,334473.0,away,1.0,44.0,44.0,1.0,19,1,0,1,1
5313,29452208,334471.0,away,1.0,39.0,39.0,1.0,19,0,0,0,1
5314,29452213,28927.0,home,1.0,17.0,17.0,1.0,19,0,0,1,0
5315,29452213,334477.0,away,1.0,44.0,44.0,1.0,19,1,0,1,1
5316,29452215,334478.0,away,1.0,39.0,39.0,1.0,19,0,0,0,1
5317,29452215,28928.0,home,1.0,48.0,48.0,1.0,19,0,1,1,1
5318,29452216,28920.0,home,1.0,38.0,38.0,1.0,19,0,0,1,0
5319,29452217,334474.0,away,1.0,26.0,27.0,1.0,19,0,0,0,1
5320,29452217,365029.0,away,2.0,33.0,33.0,1.0,19,0,1,0,2
5321,29452217,395584.0,away,3.0,43.0,44.0,1.0,19,0,2,0,3
5322,29452243,28922.0,home,1.0,8.0,8.0,1.0,19,0,0,1,0
5323,29452656,4650.0,home,1.0,24.0,23.0,1.0,19,0,0,1,0
5324,29452682,310204.0,away,1.0,3.0,3.0,1.0,19,0,0,0,1
5325,29452682,4654.0,home,1.0,23.0,23.0,1.0,19,0,1,1,1
5326,29452682,340759.0,away,2.0,26.0,26.0,1.0,19,1,1,1,2
5327,29452698,310206.0,away,1.0,4.0,5.0,1.0,19,0,0,0,1
5328,29452699,4653.0,home,1.0,23.0,23.0,1.0,19,0,0,1,0
5329,29452700,4655.0,home,1.0,22.0,22.0,1.0,19,0,0,1,0
5330,29452700,310205.0,away,1.0,48.0,47.0,1.0,19,1,0,1,1
5331,29454229,24487.0,home,1.0,28.0,29.0,1.0,19,0,0,1,0
5332,29454229,330037.0,away,1.0,43.0,44.0,1.0,19,1,0,1,1
5333,29454231,330038.0,away,1.0,20.0,,0.0,19,0,0,0,1
5334,29454236,330036.0,away,1.0,4.0,,0.0,19,0,0,0,1
5335,29454675,317988.0,away,1.0,3.0,3.0,1.0,19,0,0,0,1
5336,29454675,348543.0,away,2.0,21.0,22.0,1.0,19,0,1,0,2
5337,29454677,12434.0,home,1.0,4.0,5.0,1.0,19,0,0,1,0
5338,29454677,317984.0,away,1.0,10.0,10.0,1.0,19,1,0,1,1
5339,29454681,12435.0,home,1.0,35.0,35.0,1.0,19,0,0,1,0
5340,29454736,12430.0,home,1.0,2.0,2.0,1.0,19,0,0,1,0
5341,29454736,42985.0,home,2.0,23.0,23.0,1.0,19,1,0,2,0
5342,29454887,325708.0,away,1.0,14.0,14.0,1.0,19,0,0,0,1
5343,29454887,20158.0,home,1.0,25.0,25.0,1.0,19,0,1,1,1
5344,29455716,325710.0,away,1.0,32.0,32.0,1.0,19,0,0,0,1
5345,29455751,20161.0,home,1.0,42.0,42.0,1.0,19,0,0,1,0
5346,29455751,50716.0,home,2.0,46.0,46.0,1.0,19,1,0,2,0
5347,29455838,30486.0,home,1.0,6.0,5.0,1.0,19,0,0,1,0
