,event_id,goal_timings,scoring_team,goal_order,goalcount_home_before,goalcount_away_before,goalcount_home_after,goalcount_away_after
18900,27428324,67.0,home,1,0,0,1,0
18899,27428325,35.0,home,1,0,0,1,0
49454,27428325,42.0,home,2,1,0,2,0
80009,27428325,97.0,home,3,2,0,3,0
18907,27428327,4.0,home,1,0,0,1,0
324457,27428327,93.0,away,1,1,0,1,1
324454,27428330,21.0,away,1,0,0,0,1
18904,27428330,86.0,home,1,0,1,1,1
49459,27428330,103.0,home,2,1,1,2,1
324452,27428332,63.0,away,1,0,0,0,1
18903,27428334,38.0,home,1,0,0,1,0
49458,27428334,93.0,home,2,1,0,2,0
324456,27428335,7.0,away,1,0,0,0,1
18906,27428335,23.0,home,1,0,1,1,1
355011,27428335,98.0,away,2,1,1,1,2
18901,27428336,99.0,home,1,0,0,1,0
334610,27428729,9.0,away,1,0,0,0,1
365165,27428729,21.0,away,2,0,1,0,2
29060,27428729,32.0,home,1,0,2,1,2
395720,27428729,67.0,away,3,1,2,1,3
426275,27428729,70.0,away,4,1,3,1,4
334612,27428730,34.0,away,1,0,0,0,1
334611,27428731,19.0,away,1,0,0,0,1
29061,27428731,86.0,home,1,0,1,1,1
29063,27429677,15.0,home,1,0,0,1,0
59618,27429677,41.0,home,2,1,0,2,0
29066,27429678,90.0,home,1,0,0,1,0
334614,27429679,40.0,away,1,0,0,0,1
29064,27429679,90.0,home,1,0,1,1,1
334617,27429823,23.0,away,1,0,0,0,1
29067,27429823,69.0,home,1,0,1,1,1
365172,27429823,73.0,away,2,1,1,1,2
395727,27429823,81.0,away,3,1,2,1,3
4816,27431953,4.0,home,1,0,0,1,0
310366,27431953,34.0,away,1,1,0,1,1
35371,27431953,78.0,home,2,1,1,2,1
65926,27431953,91.0,home,3,2,1,3,1
310367,27431954,4.0,away,1,0,0,0,1
340922,27431954,10.0,away,2,0,1,0,2
371477,27431954,25.0,away,3,0,2,0,3
2,27433106,98.0,home,1,0,0,1,0
5,27433110,16.0,home,1,0,0,1,0
30560,27433110,26.0,home,2,1,0,2,0
305555,27433110,66.0,away,1,2,0,2,1
305556,27433111,15.0,away,1,0,0,0,1
6,27433111,83.0,home,1,0,1,1,1
8,27433113,99.0,home,1,0,0,1,0
30563,27433113,102.0,home,2,1,0,2,0
3,27433114,87.0,home,1,0,0,1,0
30558,27433114,105.0,home,2,1,0,2,0
305554,27433116,46.0,away,1,0,0,0,1
4,27433116,67.0,home,1,0,1,1,1
7,27433117,33.0,home,1,0,0,1,0
30562,27433117,77.0,home,2,1,0,2,0
305560,27433119,109.0,away,1,0,0,0,1
305559,27433121,11.0,away,1,0,0,0,1
9,27433121,33.0,home,1,0,1,1,1
305562,27433123,43.0,away,1,0,0,0,1
324461,27433666,33.0,away,1,0,0,0,1
18911,27433666,49.0,home,1,0,1,1,1
18909,27433668,94.0,home,1,0,0,1,0
49464,27433668,108.0,home,2,1,0,2,0
18908,27433671,11.0,home,1,0,0,1,0
324458,27433671,43.0,away,1,1,0,1,1
49463,27433671,78.0,home,2,1,1,2,1
355013,27433671,85.0,away,2,2,1,2,2
18910,27433672,11.0,home,1,0,0,1,0
49465,27433672,66.0,home,2,1,0,2,0
334618,27433675,69.0,away,1,0,0,0,1
334621,27434546,13.0,away,1,0,0,0,1
365176,27434546,71.0,away,2,0,1,0,2
29071,27434546,103.0,home,1,0,2,1,2
334620,27434550,19.0,away,1,0,0,0,1
29070,27434550,108.0,home,1,0,1,1,1
334622,27434552,79.0,away,1,0,0,0,1
365177,27434552,85.0,away,2,0,1,0,2
29072,27434552,86.0,home,1,0,2,1,2
334619,27434556,19.0,away,1,0,0,0,1
365174,27434556,86.0,away,2,0,1,0,2
29069,27434556,90.0,home,1,0,2,1,2
59624,27434556,105.0,home,2,1,2,2,2
3609,27434778,89.0,home,1,0,0,1,0
309160,27434779,105.0,away,1,0,0,0,1
3611,27434882,30.0,home,1,0,0,1,0
309162,27434883,75.0,away,1,0,0,0,1
339717,27434883,83.0,away,2,0,1,0,2
3612,27434883,104.0,home,1,0,2,1,2
3613,27434896,36.0,home,1,0,0,1,0
34168,27434896,109.0,home,2,1,0,2,0
309164,27434897,41.0,away,1,0,0,0,1
339719,27434897,72.0,away,2,0,1,0,2
309165,27434898,10.0,away,1,0,0,0,1
3615,27434898,81.0,home,1,0,1,1,1
3616,27434899,17.0,home,1,0,0,1,0
307566,27434901,66.0,away,1,0,0,0,1
2016,27434901,97.0,home,1,0,1,1,1
338121,27434901,101.0,away,2,1,1,1,2
32571,27434901,110.0,home,2,1,2,2,2
307567,27434902,3.0,away,1,0,0,0,1
2017,27434902,30.0,home,1,0,1,1,1
32572,27434902,81.0,home,2,1,1,2,1
2018,27435592,103.0,home,1,0,0,1,0
307569,27435593,97.0,away,1,0,0,0,1
2022,27435594,14.0,home,1,0,0,1,0
32577,27435594,81.0,home,2,1,0,2,0
63132,27435594,84.0,home,3,2,0,3,0
2020,27435595,20.0,home,1,0,0,1,0
32575,27435595,79.0,home,2,1,0,2,0
307570,27435595,83.0,away,1,2,0,2,1
63130,27435595,93.0,home,3,2,1,3,1
93685,27435595,103.0,home,4,3,1,4,1
2021,27435596,89.0,home,1,0,0,1,0
32576,27435596,95.0,home,2,1,0,2,0
307571,27435596,101.0,away,1,2,0,2,1
307573,27435597,27.0,away,1,0,0,0,1
2023,27435597,79.0,home,1,0,1,1,1
309167,27435601,102.0,away,1,0,0,0,1
3618,27435602,16.0,home,1,0,0,1,0
34173,27435602,98.0,home,2,1,0,2,0
324465,27435626,65.0,away,1,0,0,0,1
18913,27435628,22.0,home,1,0,0,1,0
49468,27435628,47.0,home,2,1,0,2,0
80023,27435628,89.0,home,3,2,0,3,0
324466,27435630,80.0,away,1,0,0,0,1
18916,27435630,105.0,home,1,0,1,1,1
324470,27435631,75.0,away,1,0,0,0,1
18917,27435633,8.0,home,1,0,0,1,0
324467,27435633,46.0,away,1,1,0,1,1
355022,27435633,71.0,away,2,1,1,1,2
385577,27435633,72.0,away,3,1,2,1,3
49472,27435633,75.0,home,2,1,3,2,3
80027,27435633,81.0,home,3,2,3,3,3
110582,27435633,95.0,home,4,3,3,4,3
416132,27435633,97.0,away,4,4,3,4,4
324468,27435635,15.0,away,1,0,0,0,1
18918,27435635,29.0,home,1,0,1,1,1
355023,27435635,86.0,away,2,1,1,1,2
324469,27435636,34.0,away,1,0,0,0,1
18914,27435638,76.0,home,1,0,0,1,0
324462,27435639,46.0,away,1,0,0,0,1
29073,27435734,32.0,home,1,0,0,1,0
59628,27435734,44.0,home,2,1,0,2,0
90183,27435734,96.0,home,3,2,0,3,0
334626,27435735,44.0,away,1,0,0,0,1
365181,27435735,68.0,away,2,0,1,0,2
29076,27435735,92.0,home,1,0,2,1,2
29074,27435737,42.0,home,1,0,0,1,0
334624,27435737,45.0,away,1,1,0,1,1
29075,27435738,10.0,home,1,0,0,1,0
334625,27435738,24.0,away,1,1,0,1,1
59630,27435738,64.0,home,2,1,1,2,1
90185,27435738,73.0,home,3,2,1,3,1
365180,27435738,90.0,away,2,3,1,3,2
29077,27435846,4.0,home,1,0,0,1,0
59632,27435846,67.0,home,2,1,0,2,0
334627,27435846,91.0,away,1,2,0,2,1
4819,27437671,11.0,home,1,0,0,1,0
35374,27437671,88.0,home,2,1,0,2,0
310368,27437672,13.0,away,1,0,0,0,1
4818,27437672,15.0,home,1,0,1,1,1
340923,27437672,36.0,away,2,1,1,1,2
35373,27437672,68.0,home,2,1,2,2,2
65928,27437672,91.0,home,3,2,2,3,2
4820,27437673,67.0,home,1,0,0,1,0
4821,27437674,52.0,home,1,0,0,1,0
35376,27437674,62.0,home,2,1,0,2,0
65931,27437674,68.0,home,3,2,0,3,0
96486,27437674,79.0,home,4,3,0,4,0
127041,27437674,86.0,home,5,4,0,5,0
310373,27437676,33.0,away,1,0,0,0,1
4823,27437676,62.0,home,1,0,1,1,1
35378,27437676,99.0,home,2,1,1,2,1
310374,27437678,22.0,away,1,0,0,0,1
4824,27437678,29.0,home,1,0,1,1,1
35379,27437678,40.0,home,2,1,1,2,1
65934,27437678,73.0,home,3,2,1,3,1
96489,27437678,84.0,home,4,3,1,4,1
127044,27437678,87.0,home,5,4,1,5,1
157599,27437678,89.0,home,6,5,1,6,1
4822,27437679,28.0,home,1,0,0,1,0
310372,27437679,37.0,away,1,1,0,1,1
340927,27437679,79.0,away,2,1,1,1,2
22,27438585,11.0,home,1,0,0,1,0
30577,27438585,70.0,home,2,1,0,2,0
19,27438586,12.0,home,1,0,0,1,0
305569,27438586,14.0,away,1,1,0,1,1
305570,27438591,100.0,away,1,0,0,0,1
17,27438594,15.0,home,1,0,0,1,0
305567,27438594,92.0,away,1,1,0,1,1
336122,27438594,95.0,away,2,1,1,1,2
366677,27438594,109.0,away,3,1,2,1,3
305565,27438596,19.0,away,1,0,0,0,1
15,27438596,73.0,home,1,0,1,1,1
30570,27438596,97.0,home,2,1,1,2,1
18,27438601,7.0,home,1,0,0,1,0
30573,27438601,10.0,home,2,1,0,2,0
61128,27438601,37.0,home,3,2,0,3,0
305568,27438601,44.0,away,1,3,0,3,1
336123,27438601,91.0,away,2,3,1,3,2
91683,27438601,93.0,home,4,3,2,4,2
122238,27438601,99.0,home,5,4,2,5,2
14,27438602,25.0,home,1,0,0,1,0
305564,27438602,102.0,away,1,1,0,1,1
27,27438604,31.0,home,1,0,0,1,0
305577,27438604,39.0,away,1,1,0,1,1
336132,27438604,65.0,away,2,1,1,1,2
366687,27438604,99.0,away,3,1,2,1,3
30582,27438604,101.0,home,2,1,3,2,3
305563,27438606,38.0,away,1,0,0,0,1
336118,27438606,96.0,away,2,0,1,0,2
25,27438608,8.0,home,1,0,0,1,0
305575,27438608,37.0,away,1,1,0,1,1
305574,27438609,33.0,away,1,0,0,0,1
24,27438609,93.0,home,1,0,1,1,1
305571,27438612,18.0,away,1,0,0,0,1
336126,27438612,29.0,away,2,0,1,0,2
366681,27438612,88.0,away,3,0,2,0,3
334628,27438960,11.0,away,1,0,0,0,1
29078,27438960,85.0,home,1,0,1,1,1
59633,27438960,94.0,home,2,1,1,2,1
334629,27439869,14.0,away,1,0,0,0,1
365184,27439869,27.0,away,2,0,1,0,2
29079,27439869,46.0,home,1,0,2,1,2
59634,27439869,106.0,home,2,1,2,2,2
29080,27439903,18.0,home,1,0,0,1,0
59635,27439903,20.0,home,2,1,0,2,0
90190,27439903,29.0,home,3,2,0,3,0
334630,27439903,62.0,away,1,3,0,3,1
120745,27439903,93.0,home,4,3,1,4,1
3626,27439934,2.0,home,1,0,0,1,0
34181,27439934,13.0,home,2,1,0,2,0
64736,27439934,19.0,home,3,2,0,3,0
95291,27439934,33.0,home,4,3,0,4,0
309176,27439934,88.0,away,1,4,0,4,1
339731,27439934,90.0,away,2,4,1,4,2
309173,27440077,109.0,away,1,0,0,0,1
3621,27440078,69.0,home,1,0,0,1,0
3622,27440079,10.0,home,1,0,0,1,0
309172,27440079,35.0,away,1,1,0,1,1
339727,27440079,45.0,away,2,1,1,1,2
3620,27440080,17.0,home,1,0,0,1,0
34175,27440080,69.0,home,2,1,0,2,0
64730,27440080,76.0,home,3,2,0,3,0
95285,27440080,82.0,home,4,3,0,4,0
309170,27440080,92.0,away,1,4,0,4,1
2026,27440083,70.0,home,1,0,0,1,0
32581,27440083,96.0,home,2,1,0,2,0
2025,27440085,27.0,home,1,0,0,1,0
32580,27440085,34.0,home,2,1,0,2,0
324476,27440087,66.0,away,1,0,0,0,1
18926,27440087,79.0,home,1,0,1,1,1
49481,27440087,83.0,home,2,1,1,2,1
355031,27440087,84.0,away,2,2,1,2,2
18927,27440088,5.0,home,1,0,0,1,0
49482,27440088,42.0,home,2,1,0,2,0
80037,27440088,62.0,home,3,2,0,3,0
324477,27440088,89.0,away,1,3,0,3,1
110592,27440088,92.0,home,4,3,1,4,1
18924,27440089,12.0,home,1,0,0,1,0
49479,27440089,30.0,home,2,1,0,2,0
18922,27440090,77.0,home,1,0,0,1,0
49477,27440090,110.0,home,2,1,0,2,0
324473,27440091,11.0,away,1,0,0,0,1
355028,27440091,80.0,away,2,0,1,0,2
385583,27440091,94.0,away,3,0,2,0,3
324475,27440092,29.0,away,1,0,0,0,1
18925,27440092,76.0,home,1,0,1,1,1
355030,27440092,79.0,away,2,1,1,1,2
18928,27440093,44.0,home,1,0,0,1,0
324478,27440093,96.0,away,1,1,0,1,1
324479,27440095,109.0,away,1,0,0,0,1
3619,27440244,41.0,home,1,0,0,1,0
309169,27440244,69.0,away,1,1,0,1,1
34174,27440244,81.0,home,2,1,1,2,1
64729,27440244,107.0,home,3,2,1,3,1
3624,27440807,81.0,home,1,0,0,1,0
34179,27440807,93.0,home,2,1,0,2,0
3625,27440808,27.0,home,1,0,0,1,0
2030,27440810,7.0,home,1,0,0,1,0
32585,27440810,37.0,home,2,1,0,2,0
63140,27440810,68.0,home,3,2,0,3,0
93695,27440810,96.0,home,4,3,0,4,0
307580,27440810,104.0,away,1,4,0,4,1
2027,27440811,28.0,home,1,0,0,1,0
307579,27440813,47.0,away,1,0,0,0,1
338134,27440813,84.0,away,2,0,1,0,2
2029,27440813,89.0,home,1,0,2,1,2
32584,27440813,111.0,home,2,1,2,2,2
2032,27440814,78.0,home,1,0,0,1,0
2031,27440816,14.0,home,1,0,0,1,0
2028,27440817,45.0,home,1,0,0,1,0
334631,27440819,5.0,away,1,0,0,0,1
365186,27440819,38.0,away,2,0,1,0,2
29082,27440834,9.0,home,1,0,0,1,0
334632,27440834,63.0,away,1,1,0,1,1
59637,27440834,90.0,home,2,1,1,2,1
90192,27440834,98.0,home,3,2,1,3,1
29084,27440837,12.0,home,1,0,0,1,0
59639,27440837,34.0,home,2,1,0,2,0
90194,27440837,71.0,home,3,2,0,3,0
120749,27440837,88.0,home,4,3,0,4,0
29083,27440839,70.0,home,1,0,0,1,0
59638,27440839,75.0,home,2,1,0,2,0
29085,27441134,108.0,home,1,0,0,1,0
310381,27443582,61.0,away,1,0,0,0,1
4831,27443582,69.0,home,1,0,1,1,1
4828,27443585,27.0,home,1,0,0,1,0
35383,27443585,75.0,home,2,1,0,2,0
310378,27443585,79.0,away,1,2,0,2,1
4825,27443588,47.0,home,1,0,0,1,0
310375,27443588,98.0,away,1,1,0,1,1
310380,27443590,69.0,away,1,0,0,0,1
4827,27443591,16.0,home,1,0,0,1,0
35382,27443591,31.0,home,2,1,0,2,0
310376,27443592,102.0,away,1,0,0,0,1
4829,27443593,62.0,home,1,0,0,1,0
310379,27443593,84.0,away,1,1,0,1,1
340934,27443593,87.0,away,2,1,1,1,2
371489,27443593,108.0,away,3,1,2,1,3
334636,27444188,11.0,away,1,0,0,0,1
29086,27444188,29.0,home,1,0,1,1,1
59641,27444188,39.0,home,2,1,1,2,1
90196,27444188,43.0,home,3,2,1,3,1
120751,27444188,61.0,home,4,3,1,4,1
365191,27444188,79.0,away,2,4,1,4,2
29087,27444965,8.0,home,1,0,0,1,0
59642,27444965,70.0,home,2,1,0,2,0
334637,27444965,73.0,away,1,2,0,2,1
365192,27444965,109.0,away,2,2,1,2,2
29088,27444967,106.0,home,1,0,0,1,0
29089,27444968,5.0,home,1,0,0,1,0
3628,27445143,1.0,home,1,0,0,1,0
34183,27445143,9.0,home,2,1,0,2,0
64738,27445143,16.0,home,3,2,0,3,0
95293,27445143,44.0,home,4,3,0,4,0
309178,27445143,46.0,away,1,4,0,4,1
3629,27445146,87.0,home,1,0,0,1,0
309179,27445146,100.0,away,1,1,0,1,1
3630,27445147,41.0,home,1,0,0,1,0
309180,27445147,78.0,away,1,1,0,1,1
34185,27445147,88.0,home,2,1,1,2,1
2033,27445149,11.0,home,1,0,0,1,0
32588,27445149,73.0,home,2,1,0,2,0
63143,27445149,101.0,home,3,2,0,3,0
307584,27445150,46.0,away,1,0,0,0,1
2034,27445150,96.0,home,1,0,1,1,1
324486,27445152,88.0,away,1,0,0,0,1
18935,27445153,19.0,home,1,0,0,1,0
49490,27445153,37.0,home,2,1,0,2,0
324485,27445153,46.0,away,1,2,0,2,1
80045,27445153,85.0,home,3,2,1,3,1
110600,27445153,95.0,home,4,3,1,4,1
355040,27445153,103.0,away,2,4,1,4,2
18937,27445154,20.0,home,1,0,0,1,0
324487,27445154,36.0,away,1,1,0,1,1
49492,27445154,77.0,home,2,1,1,2,1
355042,27445154,96.0,away,2,2,1,2,2
80047,27445154,98.0,home,3,2,2,3,2
324483,27445155,8.0,away,1,0,0,0,1
355038,27445155,31.0,away,2,0,1,0,2
385593,27445155,105.0,away,3,0,2,0,3
324482,27445156,80.0,away,1,0,0,0,1
18931,27445157,68.0,home,1,0,0,1,0
49486,27445157,80.0,home,2,1,0,2,0
80041,27445157,93.0,home,3,2,0,3,0
110596,27445157,100.0,home,4,3,0,4,0
324484,27445158,82.0,away,1,0,0,0,1
18934,27445158,86.0,home,1,0,1,1,1
49489,27445158,98.0,home,2,1,1,2,1
324480,27445159,93.0,away,1,0,0,0,1
2039,27445970,40.0,home,1,0,0,1,0
2038,27445972,62.0,home,1,0,0,1,0
307588,27445972,66.0,away,1,1,0,1,1
32593,27445972,77.0,home,2,1,1,2,1
2040,27445975,21.0,home,1,0,0,1,0
2041,27445979,97.0,home,1,0,0,1,0
307591,27445979,100.0,away,1,1,0,1,1
2035,27445982,93.0,home,1,0,0,1,0
307586,27445984,91.0,away,1,0,0,0,1
2042,27445988,29.0,home,1,0,0,1,0
29091,27445993,25.0,home,1,0,0,1,0
59646,27445993,65.0,home,2,1,0,2,0
334641,27445993,92.0,away,1,2,0,2,1
29092,27446096,66.0,home,1,0,0,1,0
29090,27446097,46.0,home,1,0,0,1,0
334640,27446097,95.0,away,1,1,0,1,1
334645,27446098,72.0,away,1,0,0,0,1
365200,27446098,77.0,away,2,0,1,0,2
29093,27446099,25.0,home,1,0,0,1,0
59648,27446099,64.0,home,2,1,0,2,0
3631,27448411,14.0,home,1,0,0,1,0
309181,27448411,18.0,away,1,1,0,1,1
4833,27448780,28.0,home,1,0,0,1,0
35388,27448780,66.0,home,2,1,0,2,0
4834,27448788,83.0,home,1,0,0,1,0
35389,27448788,103.0,home,2,1,0,2,0
310385,27448804,36.0,away,1,0,0,0,1
4835,27448804,99.0,home,1,0,1,1,1
4836,27448805,1.0,home,1,0,0,1,0
35391,27448805,85.0,home,2,1,0,2,0
310387,27448806,33.0,away,1,0,0,0,1
28,27448838,10.0,home,1,0,0,1,0
30583,27448838,11.0,home,2,1,0,2,0
305578,27448838,29.0,away,1,2,0,2,1
61138,27448838,71.0,home,3,2,1,3,1
336133,27448838,86.0,away,2,3,1,3,2
29,27448840,80.0,home,1,0,0,1,0
305579,27448840,90.0,away,1,1,0,1,1
30584,27448840,95.0,home,2,1,1,2,1
61139,27448840,105.0,home,3,2,1,3,1
305581,27448842,70.0,away,1,0,0,0,1
31,27448842,109.0,home,1,0,1,1,1
305582,27448846,26.0,away,1,0,0,0,1
32,27448846,98.0,home,1,0,1,1,1
33,27448847,13.0,home,1,0,0,1,0
305583,27448847,24.0,away,1,1,0,1,1
336138,27448847,43.0,away,2,1,1,1,2
366693,27448847,108.0,away,3,1,2,1,3
35,27448850,62.0,home,1,0,0,1,0
30590,27448850,103.0,home,2,1,0,2,0
61145,27448850,107.0,home,3,2,0,3,0
36,27448852,23.0,home,1,0,0,1,0
37,27448853,28.0,home,1,0,0,1,0
30592,27448853,98.0,home,2,1,0,2,0
305587,27448853,101.0,away,1,2,0,2,1
305588,27448855,8.0,away,1,0,0,0,1
336143,27448855,72.0,away,2,0,1,0,2
366698,27448855,104.0,away,3,0,2,0,3
29096,27449178,15.0,home,1,0,0,1,0
29098,27449179,5.0,home,1,0,0,1,0
29097,27449180,7.0,home,1,0,0,1,0
29099,27449754,19.0,home,1,0,0,1,0
59654,27449754,66.0,home,2,1,0,2,0
90209,27449754,72.0,home,3,2,0,3,0
120764,27449754,79.0,home,4,3,0,4,0
29100,27449755,36.0,home,1,0,0,1,0
334650,27449755,45.0,away,1,1,0,1,1
59655,27449755,94.0,home,2,1,1,2,1
309185,27449931,91.0,away,1,0,0,0,1
3634,27449932,5.0,home,1,0,0,1,0
34189,27449932,22.0,home,2,1,0,2,0
3637,27449933,82.0,home,1,0,0,1,0
3636,27449935,73.0,home,1,0,0,1,0
309186,27449935,106.0,away,1,1,0,1,1
307593,27449937,1.0,away,1,0,0,0,1
2043,27449937,65.0,home,1,0,1,1,1
338148,27449937,94.0,away,2,1,1,1,2
2044,27449940,6.0,home,1,0,0,1,0
32599,27449940,63.0,home,2,1,0,2,0
307594,27449940,104.0,away,1,2,0,2,1
63154,27449940,108.0,home,3,2,1,3,1
18946,27449945,33.0,home,1,0,0,1,0
324496,27449945,77.0,away,1,1,0,1,1
49501,27449945,84.0,home,2,1,1,2,1
324495,27449947,5.0,away,1,0,0,0,1
18945,27449947,7.0,home,1,0,1,1,1
49500,27449947,45.0,home,2,1,1,2,1
80055,27449947,106.0,home,3,2,1,3,1
324490,27449952,34.0,away,1,0,0,0,1
324488,27449957,43.0,away,1,0,0,0,1
355043,27449957,86.0,away,2,0,1,0,2
18941,27449959,7.0,home,1,0,0,1,0
49496,27449959,25.0,home,2,1,0,2,0
324491,27449959,30.0,away,1,2,0,2,1
80051,27449959,80.0,home,3,2,1,3,1
355046,27449959,88.0,away,2,3,1,3,2
110606,27449959,95.0,home,4,3,2,4,2
141161,27449959,98.0,home,5,4,2,5,2
18944,27449966,31.0,home,1,0,0,1,0
324494,27449966,64.0,away,1,1,0,1,1
355049,27449966,74.0,away,2,1,1,1,2
385604,27449966,78.0,away,3,1,2,1,3
416159,27449966,93.0,away,4,1,3,1,4
446714,27449966,99.0,away,5,1,4,1,5
477269,27449966,103.0,away,6,1,5,1,6
18943,27449968,21.0,home,1,0,0,1,0
324493,27449968,110.0,away,1,1,0,1,1
309182,27450001,27.0,away,1,0,0,0,1
309183,27450005,75.0,away,1,0,0,0,1
334652,27450705,5.0,away,1,0,0,0,1
29102,27450705,46.0,home,1,0,1,1,1
59657,27450705,100.0,home,2,1,1,2,1
334651,27450706,16.0,away,1,0,0,0,1
29101,27450706,46.0,home,1,0,1,1,1
334653,27450707,6.0,away,1,0,0,0,1
29103,27450707,17.0,home,1,0,1,1,1
365208,27450707,76.0,away,2,1,1,1,2
59658,27450707,104.0,home,2,1,2,2,2
307595,27450709,30.0,away,1,0,0,0,1
338150,27450709,33.0,away,2,0,1,0,2
2045,27450709,80.0,home,1,0,2,1,2
3639,27450711,30.0,home,1,0,0,1,0
309189,27450711,80.0,away,1,1,0,1,1
339744,27450711,83.0,away,2,1,1,1,2
29104,27450713,13.0,home,1,0,0,1,0
59659,27450713,45.0,home,2,1,0,2,0
90214,27450713,87.0,home,3,2,0,3,0
334655,27450714,38.0,away,1,0,0,0,1
29105,27450714,104.0,home,1,0,1,1,1
365210,27450714,108.0,away,2,1,1,1,2
2046,27450724,43.0,home,1,0,0,1,0
307596,27450724,66.0,away,1,1,0,1,1
32601,27450724,85.0,home,2,1,1,2,1
338151,27450724,108.0,away,2,2,1,2,2
307598,27450730,25.0,away,1,0,0,0,1
338153,27450730,47.0,away,2,0,1,0,2
307600,27450731,36.0,away,1,0,0,0,1
2050,27450731,67.0,home,1,0,1,1,1
2047,27450733,12.0,home,1,0,0,1,0
32602,27450733,20.0,home,2,1,0,2,0
63157,27450733,44.0,home,3,2,0,3,0
334656,27450734,36.0,away,1,0,0,0,1
29106,27450734,84.0,home,1,0,1,1,1
59661,27450734,106.0,home,2,1,1,2,1
307602,27450735,8.0,away,1,0,0,0,1
338157,27450735,33.0,away,2,0,1,0,2
2052,27450735,37.0,home,1,0,2,1,2
368712,27450735,61.0,away,3,1,2,1,3
32607,27450735,101.0,home,2,1,3,2,3
2051,27450736,36.0,home,1,0,0,1,0
307601,27450736,41.0,away,1,1,0,1,1
32606,27450736,65.0,home,2,1,1,2,1
29107,27450957,5.0,home,1,0,0,1,0
334657,27450957,18.0,away,1,1,0,1,1
365212,27450957,27.0,away,2,1,1,1,2
59662,27450957,37.0,home,2,1,2,2,2
305595,27452353,3.0,away,1,0,0,0,1
336150,27452353,31.0,away,2,0,1,0,2
45,27452353,48.0,home,1,0,2,1,2
50,27452355,90.0,home,1,0,0,1,0
305592,27452357,28.0,away,1,0,0,0,1
43,27452360,11.0,home,1,0,0,1,0
44,27452361,25.0,home,1,0,0,1,0
305594,27452361,32.0,away,1,1,0,1,1
305590,27452362,89.0,away,1,0,0,0,1
336145,27452362,109.0,away,2,0,1,0,2
39,27452364,30.0,home,1,0,0,1,0
305589,27452364,39.0,away,1,1,0,1,1
336144,27452364,45.0,away,2,1,1,1,2
47,27452365,14.0,home,1,0,0,1,0
30602,27452365,105.0,home,2,1,0,2,0
305596,27452366,39.0,away,1,0,0,0,1
336151,27452366,63.0,away,2,0,1,0,2
46,27452366,85.0,home,1,0,2,1,2
30601,27452366,95.0,home,2,1,2,2,2
4844,27452372,64.0,home,1,0,0,1,0
35399,27452372,104.0,home,2,1,0,2,0
310394,27452372,106.0,away,1,2,0,2,1
310389,27452374,46.0,away,1,0,0,0,1
4842,27452377,2.0,home,1,0,0,1,0
310392,27452377,82.0,away,1,1,0,1,1
4841,27452379,43.0,home,1,0,0,1,0
35396,27452379,70.0,home,2,1,0,2,0
4843,27452571,84.0,home,1,0,0,1,0
35398,27452571,88.0,home,2,1,0,2,0
65953,27452571,102.0,home,3,2,0,3,0
310388,27452573,35.0,away,1,0,0,0,1
340943,27452573,39.0,away,2,0,1,0,2
4838,27452573,42.0,home,1,0,2,1,2
371498,27452573,62.0,away,3,1,2,1,3
402053,27452573,86.0,away,4,1,3,1,4
35393,27452573,107.0,home,2,1,4,2,4
65948,27452573,109.0,home,3,2,4,3,4
49,27452587,86.0,home,1,0,0,1,0
30604,27452587,101.0,home,2,1,0,2,0
51,27452758,14.0,home,1,0,0,1,0
30606,27452758,46.0,home,2,1,0,2,0
52,27452759,30.0,home,1,0,0,1,0
30607,27452759,76.0,home,2,1,0,2,0
305602,27452759,81.0,away,1,2,0,2,1
336157,27452759,85.0,away,2,2,1,2,2
61162,27452759,101.0,home,3,2,2,3,2
309195,27452763,35.0,away,1,0,0,0,1
339750,27452763,68.0,away,2,0,1,0,2
3640,27452764,35.0,home,1,0,0,1,0
34195,27452764,81.0,home,2,1,0,2,0
309190,27452764,87.0,away,1,2,0,2,1
3641,27452765,93.0,home,1,0,0,1,0
3644,27452766,34.0,home,1,0,0,1,0
309194,27452766,47.0,away,1,1,0,1,1
34199,27452766,91.0,home,2,1,1,2,1
3642,27452767,29.0,home,1,0,0,1,0
309192,27452767,81.0,away,1,1,0,1,1
3643,27452950,3.0,home,1,0,0,1,0
34198,27452950,66.0,home,2,1,0,2,0
4845,27453449,5.0,home,1,0,0,1,0
35400,27453449,20.0,home,2,1,0,2,0
310395,27453449,66.0,away,1,2,0,2,1
340950,27453449,94.0,away,2,2,1,2,2
3647,27453514,13.0,home,1,0,0,1,0
34202,27453514,78.0,home,2,1,0,2,0
64757,27453514,98.0,home,3,2,0,3,0
309198,27453515,96.0,away,1,0,0,0,1
309199,27453517,27.0,away,1,0,0,0,1
3649,27453517,41.0,home,1,0,1,1,1
339754,27453517,108.0,away,2,1,1,1,2
307605,27453520,1.0,away,1,0,0,0,1
338160,27453520,39.0,away,2,0,1,0,2
368715,27453520,93.0,away,3,0,2,0,3
2053,27453521,20.0,home,1,0,0,1,0
2054,27453523,11.0,home,1,0,0,1,0
32609,27453523,29.0,home,2,1,0,2,0
18947,27453526,41.0,home,1,0,0,1,0
49502,27453526,67.0,home,2,1,0,2,0
324498,27453530,1.0,away,1,0,0,0,1
18948,27453530,6.0,home,1,0,1,1,1
49503,27453530,38.0,home,2,1,1,2,1
