,event_id,goal_timings,scoring_team,goal_order,goalcount_home_before,goalcount_away_before,goalcount_home_after,goalcount_away_after
15870,27671344,78.0,home,1,0,1,1,1
13998,27671497,12.0,home,1,0,0,1,0
44553,27671497,31.0,home,2,1,0,2,0
75108,27671497,65.0,home,3,2,0,3,0
319548,27671497,71.0,away,1,3,0,3,1
105663,27671497,85.0,home,4,3,1,4,1
136218,27671497,103.0,home,5,4,1,5,1
24799,27671499,9.0,home,1,0,0,1,0
55354,27671499,23.0,home,2,1,0,2,0
85909,27671499,43.0,home,3,2,0,3,0
11218,27671509,7.0,home,1,0,0,1,0
316768,27671509,75.0,away,1,1,0,1,1
347323,27671509,102.0,away,2,1,1,1,2
11216,27671511,21.0,home,1,0,0,1,0
316766,27671511,38.0,away,1,1,0,1,1
41771,27671511,61.0,home,2,1,1,2,1
347321,27671511,106.0,away,2,2,1,2,2
316771,27671512,105.0,away,1,0,0,0,1
11217,27671515,13.0,home,1,0,0,1,0
316767,27671515,26.0,away,1,1,0,1,1
41772,27671515,30.0,home,2,1,1,2,1
347322,27671515,81.0,away,2,2,1,2,2
11219,27671517,78.0,home,1,0,0,1,0
316770,27671518,81.0,away,1,0,0,0,1
11220,27671518,89.0,home,1,0,1,1,1
347325,27671518,100.0,away,2,1,1,1,2
12741,27671520,64.0,home,1,0,0,1,0
12740,27671521,13.0,home,1,0,0,1,0
43295,27671521,82.0,home,2,1,0,2,0
322938,27671524,3.0,away,1,0,0,0,1
17388,27671524,68.0,home,1,0,1,1,1
47943,27671524,80.0,home,2,1,1,2,1
353493,27671524,100.0,away,2,2,1,2,2
384048,27671524,107.0,away,3,2,2,2,3
28017,27671526,18.0,home,1,0,0,1,0
58572,27671526,45.0,home,2,1,0,2,0
89127,27671526,86.0,home,3,2,0,3,0
119682,27671526,101.0,home,4,3,0,4,0
28018,27671527,40.0,home,1,0,0,1,0
58573,27671527,69.0,home,2,1,0,2,0
89128,27671527,71.0,home,3,2,0,3,0
333568,27671527,100.0,away,1,3,0,3,1
119683,27671527,109.0,home,4,3,1,4,1
364123,27671527,111.0,away,2,4,1,4,2
330355,27671985,5.0,away,1,0,0,0,1
360910,27671985,8.0,away,2,0,1,0,2
391465,27671985,67.0,away,3,0,2,0,3
422020,27671985,70.0,away,4,0,3,0,4
452575,27671985,105.0,away,5,0,4,0,5
318295,27671989,11.0,away,1,0,0,0,1
12745,27671989,22.0,home,1,0,1,1,1
43300,27671989,26.0,home,2,1,1,2,1
333573,27671995,100.0,away,1,0,0,0,1
315291,27672015,2.0,away,1,0,0,0,1
9741,27672015,25.0,home,1,0,1,1,1
345846,27672015,86.0,away,2,1,1,1,2
315290,27672042,4.0,away,1,0,0,0,1
345845,27672042,7.0,away,2,0,1,0,2
9740,27672042,10.0,home,1,0,2,1,2
376400,27672042,85.0,away,3,1,2,1,3
406955,27672042,89.0,away,4,1,3,1,4
319552,27672045,41.0,away,1,0,0,0,1
14002,27672045,62.0,home,1,0,1,1,1
20424,27672048,12.0,home,1,0,0,1,0
50979,27672048,90.0,home,2,1,0,2,0
325975,27672049,15.0,away,1,0,0,0,1
356530,27672049,21.0,away,2,0,1,0,2
318294,27672073,34.0,away,1,0,0,0,1
348849,27672073,77.0,away,2,0,1,0,2
12743,27672075,24.0,home,1,0,0,1,0
43298,27672075,30.0,home,2,1,0,2,0
264,27672528,9.0,home,1,0,0,1,0
30819,27672528,98.0,home,2,1,0,2,0
265,27672532,27.0,home,1,0,0,1,0
266,27672535,86.0,home,1,0,0,1,0
30821,27672535,94.0,home,2,1,0,2,0
61376,27672535,107.0,home,3,2,0,3,0
267,27672538,12.0,home,1,0,0,1,0
305817,27672538,46.0,away,1,1,0,1,1
30822,27672538,63.0,home,2,1,1,2,1
336372,27672538,81.0,away,2,2,1,2,2
269,27672544,102.0,home,1,0,0,1,0
270,27672546,13.0,home,1,0,0,1,0
30825,27672546,35.0,home,2,1,0,2,0
305820,27672546,107.0,away,1,2,0,2,1
331877,27672850,39.0,away,1,0,0,0,1
26327,27672850,89.0,home,1,0,1,1,1
362432,27672850,92.0,away,2,1,1,1,2
392987,27672850,96.0,away,3,1,2,1,3
423542,27672850,98.0,away,4,1,3,1,4
26328,27672852,72.0,home,1,0,0,1,0
331879,27672855,29.0,away,1,0,0,0,1
26329,27672855,93.0,home,1,0,1,1,1
28022,27672859,8.0,home,1,0,0,1,0
333572,27672859,14.0,away,1,1,0,1,1
58577,27672859,95.0,home,2,1,1,2,1
333571,27672861,7.0,away,1,0,0,0,1
28021,27672861,77.0,home,1,0,1,1,1
15873,27672867,19.0,home,1,0,0,1,0
321423,27672867,34.0,away,1,1,0,1,1
351978,27672867,87.0,away,2,1,1,1,2
321425,27672868,17.0,away,1,0,0,0,1
15875,27672868,63.0,home,1,0,1,1,1
330354,27672871,43.0,away,1,0,0,0,1
24804,27672871,79.0,home,1,0,1,1,1
330353,27672877,21.0,away,1,0,0,0,1
360908,27672877,107.0,away,2,0,1,0,2
321424,27672879,88.0,away,1,0,0,0,1
351979,27672879,106.0,away,2,0,1,0,2
321422,27672880,8.0,away,1,0,0,0,1
15872,27672880,12.0,home,1,0,1,1,1
46427,27672880,16.0,home,2,1,1,2,1
76982,27672880,72.0,home,3,2,1,3,1
351977,27672880,76.0,away,2,3,1,3,2
382532,27672880,93.0,away,3,3,2,3,3
8144,27674400,5.0,home,1,0,0,1,0
38699,27674400,9.0,home,2,1,0,2,0
69254,27674400,17.0,home,3,2,0,3,0
99809,27674400,74.0,home,4,3,0,4,0
130364,27674400,98.0,home,5,4,0,5,0
313694,27674400,105.0,away,1,5,0,5,1
313695,27674404,68.0,away,1,0,0,0,1
8145,27674404,89.0,home,1,0,1,1,1
344250,27674404,98.0,away,2,1,1,1,2
8143,27674406,69.0,home,1,0,0,1,0
38698,27674406,80.0,home,2,1,0,2,0
313693,27674406,89.0,away,1,2,0,2,1
344248,27674406,91.0,away,2,2,1,2,2
313692,27674407,14.0,away,1,0,0,0,1
313691,27674409,16.0,away,1,0,0,0,1
8141,27674409,45.0,home,1,0,1,1,1
344246,27674409,97.0,away,2,1,1,1,2
313690,27674410,9.0,away,1,0,0,0,1
344245,27674410,67.0,away,2,0,1,0,2
374800,27674410,70.0,away,3,0,2,0,3
8140,27674410,72.0,home,1,0,3,1,3
21749,27675118,45.0,home,1,0,0,1,0
327299,27675118,61.0,away,1,1,0,1,1
357854,27675118,62.0,away,2,1,1,1,2
52304,27675118,105.0,home,2,1,2,2,2
327296,27675120,41.0,away,1,0,0,0,1
357851,27675120,68.0,away,2,0,1,0,2
388406,27675120,73.0,away,3,0,2,0,3
418961,27675120,91.0,away,4,0,3,0,4
449516,27675120,102.0,away,5,0,4,0,5
327298,27675123,77.0,away,1,0,0,0,1
327300,27675124,1.0,away,1,0,0,0,1
21750,27675124,14.0,home,1,0,1,1,1
357855,27675124,81.0,away,2,1,1,1,2
21747,27675126,42.0,home,1,0,0,1,0
327297,27675126,86.0,away,1,1,0,1,1
5899,27675877,9.0,home,1,0,0,1,0
311449,27675877,108.0,away,1,1,0,1,1
15877,27676993,44.0,home,1,0,0,1,0
46432,27676993,65.0,home,2,1,0,2,0
76987,27676993,84.0,home,3,2,0,3,0
321427,27676993,87.0,away,1,3,0,3,1
351982,27676993,94.0,away,2,3,1,3,2
107542,27676993,97.0,home,4,3,2,4,2
138097,27676993,105.0,home,5,4,2,5,2
329335,27677215,68.0,away,1,0,0,0,1
359890,27677215,101.0,away,2,0,1,0,2
390445,27677215,104.0,away,3,0,2,0,3
316773,27678780,5.0,away,1,0,0,0,1
347328,27678780,9.0,away,2,0,1,0,2
11223,27678780,63.0,home,1,0,2,1,2
41778,27678780,69.0,home,2,1,2,2,2
316772,27678783,35.0,away,1,0,0,0,1
347327,27678783,61.0,away,2,0,1,0,2
11222,27678783,62.0,home,1,0,2,1,2
41777,27678783,109.0,home,2,1,2,2,2
316774,27678784,31.0,away,1,0,0,0,1
11224,27678784,43.0,home,1,0,1,1,1
347329,27678784,84.0,away,2,1,1,1,2
316776,27678786,67.0,away,1,0,0,0,1
11226,27678786,99.0,home,1,0,1,1,1
41781,27678786,104.0,home,2,1,1,2,1
347331,27678786,110.0,away,2,2,1,2,2
12746,27678793,8.0,home,1,0,0,1,0
322944,27678795,88.0,away,1,0,0,0,1
17394,27678795,108.0,home,1,0,1,1,1
9742,27678799,106.0,home,1,0,0,1,0
24806,27678805,5.0,home,1,0,0,1,0
330356,27678805,39.0,away,1,1,0,1,1
55361,27678805,46.0,home,2,1,1,2,1
360911,27678805,73.0,away,2,2,1,2,2
14003,27678810,33.0,home,1,0,0,1,0
319553,27678810,61.0,away,1,1,0,1,1
44558,27678810,94.0,home,2,1,1,2,1
321428,27678817,71.0,away,1,0,0,0,1
15878,27678817,76.0,home,1,0,1,1,1
351983,27678817,99.0,away,2,1,1,1,2
382538,27678817,100.0,away,3,1,2,1,3
331881,27678964,67.0,away,1,0,0,0,1
362436,27678964,107.0,away,2,0,1,0,2
26332,27678966,11.0,home,1,0,0,1,0
331883,27678967,34.0,away,1,0,0,0,1
17399,27678970,16.0,home,1,0,0,1,0
47954,27678970,70.0,home,2,1,0,2,0
78509,27678970,82.0,home,3,2,0,3,0
109064,27678970,100.0,home,4,3,0,4,0
322945,27678972,19.0,away,1,0,0,0,1
17395,27678972,83.0,home,1,0,1,1,1
322947,27678973,9.0,away,1,0,0,0,1
17397,27678973,64.0,home,1,0,1,1,1
47952,27678973,102.0,home,2,1,1,2,1
17396,27678978,91.0,home,1,0,0,1,0
322946,27678978,96.0,away,1,1,0,1,1
322948,27678979,62.0,away,1,0,0,0,1
353503,27678979,68.0,away,2,0,1,0,2
17398,27678979,72.0,home,1,0,2,1,2
384058,27678979,73.0,away,3,1,2,1,3
28024,27678982,84.0,home,1,0,0,1,0
58579,27678982,86.0,home,2,1,0,2,0
28025,27678984,39.0,home,1,0,0,1,0
58580,27678984,78.0,home,2,1,0,2,0
333575,27678984,103.0,away,1,2,0,2,1
24809,27678988,15.0,home,1,0,0,1,0
330359,27678988,20.0,away,1,1,0,1,1
360914,27678988,37.0,away,2,1,1,1,2
55364,27678988,66.0,home,2,1,2,2,2
23786,27678991,46.0,home,1,0,0,1,0
54341,27678991,72.0,home,2,1,0,2,0
329337,27678993,71.0,away,1,0,0,0,1
359892,27678993,76.0,away,2,0,1,0,2
321429,27678996,17.0,away,1,0,0,0,1
15879,27678996,74.0,home,1,0,1,1,1
351984,27678996,88.0,away,2,1,1,1,2
5904,27678999,12.0,home,1,0,0,1,0
36459,27678999,30.0,home,2,1,0,2,0
67014,27678999,45.0,home,3,2,0,3,0
97569,27678999,104.0,home,4,3,0,4,0
311452,27679000,14.0,away,1,0,0,0,1
342007,27679000,99.0,away,2,0,1,0,2
5901,27679003,20.0,home,1,0,0,1,0
36456,27679003,35.0,home,2,1,0,2,0
311451,27679003,76.0,away,1,2,0,2,1
311455,27679009,17.0,away,1,0,0,0,1
342010,27679009,68.0,away,2,0,1,0,2
5905,27679009,81.0,home,1,0,2,1,2
24808,27679015,18.0,home,1,0,0,1,0
24807,27679018,3.0,home,1,0,0,1,0
330357,27679018,10.0,away,1,1,0,1,1
55362,27679018,37.0,home,2,1,1,2,1
85917,27679018,45.0,home,3,2,1,3,1
116472,27679018,102.0,home,4,3,1,4,1
360912,27679018,105.0,away,2,4,1,4,2
311450,27679020,35.0,away,1,0,0,0,1
342005,27679020,40.0,away,2,0,1,0,2
372560,27679020,47.0,away,3,0,2,0,3
5900,27679020,106.0,home,1,0,3,1,3
318297,27679030,1.0,away,1,0,0,0,1
316777,27679035,72.0,away,1,0,0,0,1
9744,27679045,1.0,home,1,0,0,1,0
315294,27679045,8.0,away,1,1,0,1,1
345849,27679045,36.0,away,2,1,1,1,2
376404,27679045,43.0,away,3,1,2,1,3
40299,27679045,72.0,home,2,1,3,2,3
315295,27679080,63.0,away,1,0,0,0,1
14004,27679086,66.0,home,1,0,0,1,0
44559,27679086,99.0,home,2,1,0,2,0
20427,27679089,20.0,home,1,0,0,1,0
50982,27679089,44.0,home,2,1,0,2,0
81537,27679089,68.0,home,3,2,0,3,0
12748,27680092,5.0,home,1,0,0,1,0
12749,27680094,6.0,home,1,0,0,1,0
43304,27680094,95.0,home,2,1,0,2,0
73859,27680094,102.0,home,3,2,0,3,0
325978,27680101,9.0,away,1,0,0,0,1
20428,27680101,24.0,home,1,0,1,1,1
50983,27680101,84.0,home,2,1,1,2,1
356533,27680101,93.0,away,2,2,1,2,2
387088,27680101,101.0,away,3,2,2,2,3
417643,27680101,104.0,away,4,2,3,2,4
325980,27680103,16.0,away,1,0,0,0,1
356535,27680103,82.0,away,2,0,1,0,2
387090,27680103,90.0,away,3,0,2,0,3
20429,27680104,15.0,home,1,0,0,1,0
325979,27680104,41.0,away,1,1,0,1,1
50984,27680104,65.0,home,2,1,1,2,1
81539,27680104,108.0,home,3,2,1,3,1
9746,27680109,8.0,home,1,0,0,1,0
40301,27680109,16.0,home,2,1,0,2,0
70856,27680109,45.0,home,3,2,0,3,0
315296,27680109,73.0,away,1,3,0,3,1
101411,27680109,98.0,home,4,3,1,4,1
315297,27680110,36.0,away,1,0,0,0,1
9747,27680110,73.0,home,1,0,1,1,1
319555,27680113,14.0,away,1,0,0,0,1
14005,27680113,38.0,home,1,0,1,1,1
44560,27680113,41.0,home,2,1,1,2,1
75115,27680113,95.0,home,3,2,1,3,1
350110,27680113,103.0,away,2,3,1,3,2
319556,27680116,15.0,away,1,0,0,0,1
350111,27680116,77.0,away,2,0,1,0,2
380666,27680116,93.0,away,3,0,2,0,3
14006,27680116,101.0,home,1,0,3,1,3
316778,27680193,32.0,away,1,0,0,0,1
17400,27680200,11.0,home,1,0,0,1,0
322950,27680200,41.0,away,1,1,0,1,1
353505,27680200,88.0,away,2,1,1,1,2
47955,27680200,98.0,home,2,1,2,2,2
28028,27680202,35.0,home,1,0,0,1,0
58583,27680202,40.0,home,2,1,0,2,0
333578,27680202,94.0,away,1,2,0,2,1
321432,27680610,26.0,away,1,0,0,0,1
15882,27680610,75.0,home,1,0,1,1,1
46437,27680610,106.0,home,2,1,1,2,1
24810,27680614,21.0,home,1,0,0,1,0
55365,27680614,45.0,home,2,1,0,2,0
85920,27680614,75.0,home,3,2,0,3,0
330362,27680616,2.0,away,1,0,0,0,1
321431,27680617,94.0,away,1,0,0,0,1
24811,27680619,37.0,home,1,0,0,1,0
55366,27680619,73.0,home,2,1,0,2,0
331884,27680623,5.0,away,1,0,0,0,1
362439,27680623,63.0,away,2,0,1,0,2
331886,27680625,17.0,away,1,0,0,0,1
26335,27680626,40.0,home,1,0,0,1,0
56890,27680626,73.0,home,2,1,0,2,0
26337,27680628,20.0,home,1,0,0,1,0
56892,27680628,83.0,home,2,1,0,2,0
333576,27680631,76.0,away,1,0,0,0,1
333577,27680632,9.0,away,1,0,0,0,1
28027,27680632,61.0,home,1,0,1,1,1
58582,27680632,77.0,home,2,1,1,2,1
89137,27680632,82.0,home,3,2,1,3,1
364132,27680632,105.0,away,2,3,1,3,2
327307,27683200,16.0,away,1,0,0,0,1
357862,27683200,24.0,away,2,0,1,0,2
388417,27683200,34.0,away,3,0,2,0,3
21757,27683200,43.0,home,1,0,3,1,3
327305,27683202,10.0,away,1,0,0,0,1
21755,27683202,18.0,home,1,0,1,1,1
52310,27683202,76.0,home,2,1,1,2,1
21756,27683203,4.0,home,1,0,0,1,0
52311,27683203,61.0,home,2,1,0,2,0
82866,27683203,68.0,home,3,2,0,3,0
327304,27683205,8.0,away,1,0,0,0,1
21754,27683205,43.0,home,1,0,1,1,1
357859,27683205,71.0,away,2,1,1,1,2
52309,27683205,86.0,home,2,1,2,2,2
327303,27683206,3.0,away,1,0,0,0,1
357858,27683206,67.0,away,2,0,1,0,2
388413,27683206,78.0,away,3,0,2,0,3
418968,27683206,101.0,away,4,0,3,0,4
21752,27683209,18.0,home,1,0,0,1,0
327302,27683209,28.0,away,1,1,0,1,1
357857,27683209,80.0,away,2,1,1,1,2
329338,27683812,46.0,away,1,0,0,0,1
359893,27683812,87.0,away,2,0,1,0,2
390448,27683812,95.0,away,3,0,2,0,3
5907,27683826,15.0,home,1,0,0,1,0
36462,27683826,77.0,home,2,1,0,2,0
67017,27683826,102.0,home,3,2,0,3,0
330363,27684982,25.0,away,1,0,0,0,1
24813,27684982,27.0,home,1,0,1,1,1
360918,27684982,31.0,away,2,1,1,1,2
391473,27684982,82.0,away,3,1,2,1,3
305824,27685275,5.0,away,1,0,0,0,1
274,27685275,16.0,home,1,0,1,1,1
305823,27685276,13.0,away,1,0,0,0,1
273,27685276,30.0,home,1,0,1,1,1
336378,27685276,72.0,away,2,1,1,1,2
366933,27685276,77.0,away,3,1,2,1,3
397488,27685276,88.0,away,4,1,3,1,4
30828,27685276,95.0,home,2,1,4,2,4
275,27685278,5.0,home,1,0,0,1,0
305825,27685278,39.0,away,1,1,0,1,1
30830,27685278,42.0,home,2,1,1,2,1
61385,27685278,47.0,home,3,2,1,3,1
336380,27685278,90.0,away,2,3,1,3,2
305826,27685281,9.0,away,1,0,0,0,1
276,27685281,44.0,home,1,0,1,1,1
30831,27685281,76.0,home,2,1,1,2,1
305829,27685282,23.0,away,1,0,0,0,1
305828,27685284,10.0,away,1,0,0,0,1
278,27685284,24.0,home,1,0,1,1,1
30833,27685284,61.0,home,2,1,1,2,1
336383,27685284,82.0,away,2,2,1,2,2
61388,27685284,90.0,home,3,2,2,3,2
277,27685285,71.0,home,1,0,0,1,0
30832,27685285,106.0,home,2,1,0,2,0
305822,27685287,76.0,away,1,0,0,0,1
272,27685287,84.0,home,1,0,1,1,1
30827,27685287,87.0,home,2,1,1,2,1
61382,27685287,97.0,home,3,2,1,3,1
271,27685671,74.0,home,1,0,0,1,0
30826,27685671,84.0,home,2,1,0,2,0
61381,27685671,89.0,home,3,2,0,3,0
9750,27686548,25.0,home,1,0,0,1,0
40305,27686548,37.0,home,2,1,0,2,0
315300,27686548,94.0,away,1,2,0,2,1
70860,27686548,108.0,home,3,2,1,3,1
9749,27686550,12.0,home,1,0,0,1,0
315299,27686550,34.0,away,1,1,0,1,1
40304,27686550,43.0,home,2,1,1,2,1
70859,27686550,46.0,home,3,2,1,3,1
101414,27686550,83.0,home,4,3,1,4,1
315301,27686553,74.0,away,1,0,0,0,1
9751,27686553,106.0,home,1,0,1,1,1
319559,27686556,68.0,away,1,0,0,0,1
14009,27686556,75.0,home,1,0,1,1,1
319560,27686557,11.0,away,1,0,0,0,1
14010,27686557,13.0,home,1,0,1,1,1
44565,27686557,83.0,home,2,1,1,2,1
75120,27686557,91.0,home,3,2,1,3,1
350115,27686557,93.0,away,2,3,1,3,2
14008,27686559,12.0,home,1,0,0,1,0
44563,27686559,105.0,home,2,1,0,2,0
318302,27686565,45.0,away,1,0,0,0,1
12752,27686565,70.0,home,1,0,1,1,1
43307,27686565,89.0,home,2,1,1,2,1
348857,27686565,105.0,away,2,2,1,2,2
23789,27686575,43.0,home,1,0,0,1,0
329339,27686575,63.0,away,1,1,0,1,1
54344,27686575,103.0,home,2,1,1,2,1
20435,27686577,27.0,home,1,0,0,1,0
50990,27686577,31.0,home,2,1,0,2,0
81545,27686577,108.0,home,3,2,0,3,0
20433,27686580,3.0,home,1,0,0,1,0
50988,27686580,45.0,home,2,1,0,2,0
20432,27686581,24.0,home,1,0,0,1,0
50987,27686581,34.0,home,2,1,0,2,0
81542,27686581,64.0,home,3,2,0,3,0
325982,27686581,66.0,away,1,3,0,3,1
112097,27686581,86.0,home,4,3,1,4,1
20434,27686583,29.0,home,1,0,0,1,0
325984,27686583,80.0,away,1,1,0,1,1
12751,27686835,10.0,home,1,0,0,1,0
318301,27686835,11.0,away,1,1,0,1,1
348856,27686835,32.0,away,2,1,1,1,2
379411,27686835,68.0,away,3,1,2,1,3
12750,27686836,13.0,home,1,0,0,1,0
43305,27686836,25.0,home,2,1,0,2,0
73860,27686836,67.0,home,3,2,0,3,0
325981,27686841,44.0,away,1,0,0,0,1
356536,27686841,106.0,away,2,0,1,0,2
316782,27686844,76.0,away,1,0,0,0,1
316779,27686847,40.0,away,1,0,0,0,1
347334,27686847,68.0,away,2,0,1,0,2
11229,27686847,74.0,home,1,0,2,1,2
41784,27686847,80.0,home,2,1,2,2,2
72339,27686847,92.0,home,3,2,2,3,2
28029,27686856,7.0,home,1,0,0,1,0
58584,27686856,73.0,home,2,1,0,2,0
333579,27686856,87.0,away,1,2,0,2,1
24814,27686871,10.0,home,1,0,0,1,0
55369,27686871,43.0,home,2,1,0,2,0
85924,27686871,96.0,home,3,2,0,3,0
17407,27687054,68.0,home,1,0,0,1,0
322952,27687055,2.0,away,1,0,0,0,1
17402,27687055,76.0,home,1,0,1,1,1
47957,27687055,83.0,home,2,1,1,2,1
17403,27687057,84.0,home,1,0,0,1,0
17406,27687058,24.0,home,1,0,0,1,0
47961,27687058,26.0,home,2,1,0,2,0
322956,27687058,69.0,away,1,2,0,2,1
353511,27687058,81.0,away,2,2,1,2,2
384066,27687058,84.0,away,3,2,2,2,3
327308,27687063,13.0,away,1,0,0,0,1
21758,27687063,23.0,home,1,0,1,1,1
357863,27687063,47.0,away,2,1,1,1,2
388418,27687063,72.0,away,3,1,2,1,3
26338,27687066,36.0,home,1,0,0,1,0
331888,27687066,81.0,away,1,1,0,1,1
26340,27687067,70.0,home,1,0,0,1,0
331889,27687069,21.0,away,1,0,0,0,1
362444,27687069,38.0,away,2,0,1,0,2
26339,27687069,79.0,home,1,0,2,1,2
56894,27687069,99.0,home,2,1,2,2,2
331891,27687070,24.0,away,1,0,0,0,1
362446,27687070,43.0,away,2,0,1,0,2
26341,27687070,100.0,home,1,0,2,1,2
393001,27687070,104.0,away,3,1,2,1,3
333580,27687072,15.0,away,1,0,0,0,1
28030,27687072,38.0,home,1,0,1,1,1
58585,27687072,96.0,home,2,1,1,2,1
5911,27687136,83.0,home,1,0,0,1,0
311461,27687136,108.0,away,1,1,0,1,1
5909,27687141,27.0,home,1,0,0,1,0
36464,27687141,101.0,home,2,1,0,2,0
5910,27687150,88.0,home,1,0,0,1,0
15884,27687175,23.0,home,1,0,0,1,0
46439,27687175,72.0,home,2,1,0,2,0
76994,27687175,88.0,home,3,2,0,3,0
321434,27687175,107.0,away,1,3,0,3,1
24815,27687180,67.0,home,1,0,0,1,0
330366,27687181,80.0,away,1,0,0,0,1
24816,27687181,82.0,home,1,0,1,1,1
322954,27687189,33.0,away,1,0,0,0,1
353509,27687189,99.0,away,2,0,1,0,2
17404,27687189,104.0,home,1,0,2,1,2
330368,27688119,33.0,away,1,0,0,0,1
24818,27688119,81.0,home,1,0,1,1,1
330367,27688128,10.0,away,1,0,0,0,1
360922,27688128,20.0,away,2,0,1,0,2
24817,27688128,43.0,home,1,0,2,1,2
55372,27688128,77.0,home,2,1,2,2,2
321436,27688147,33.0,away,1,0,0,0,1
15886,27688147,72.0,home,1,0,1,1,1
46441,27688147,85.0,home,2,1,1,2,1
15887,27688150,30.0,home,1,0,0,1,0
46442,27688150,67.0,home,2,1,0,2,0
76997,27688150,75.0,home,3,2,0,3,0
107552,27688150,77.0,home,4,3,0,4,0
138107,27688150,104.0,home,5,4,0,5,0
321435,27688152,36.0,away,1,0,0,0,1
15885,27688152,40.0,home,1,0,1,1,1
46440,27688152,63.0,home,2,1,1,2,1
76995,27688152,65.0,home,3,2,1,3,1
351990,27688152,85.0,away,2,3,1,3,2
322958,27688168,21.0,away,1,0,0,0,1
17408,27688168,42.0,home,1,0,1,1,1
327310,27688170,2.0,away,1,0,0,0,1
357865,27688170,31.0,away,2,0,1,0,2
21760,27688170,40.0,home,1,0,2,1,2
52315,27688170,88.0,home,2,1,2,2,2
82870,27688170,99.0,home,3,2,2,3,2
388420,27688170,106.0,away,3,3,2,3,3
418975,27688170,109.0,away,4,3,3,3,4
327309,27688173,81.0,away,1,0,0,0,1
357864,27688173,96.0,away,2,0,1,0,2
327311,27688174,10.0,away,1,0,0,0,1
357866,27688174,28.0,away,2,0,1,0,2
21761,27688174,41.0,home,1,0,2,1,2
52316,27688174,88.0,home,2,1,2,2,2
82871,27688174,91.0,home,3,2,2,3,2
331893,27688176,74.0,away,1,0,0,0,1
26343,27688176,92.0,home,1,0,1,1,1
26344,27688179,4.0,home,1,0,0,1,0
331894,27688179,43.0,away,1,1,0,1,1
362449,27688179,73.0,away,2,1,1,1,2
56899,27688179,77.0,home,2,1,2,2,2
331895,27688182,42.0,away,1,0,0,0,1
26345,27688182,62.0,home,1,0,1,1,1
331892,27688183,1.0,away,1,0,0,0,1
26342,27688183,104.0,home,1,0,1,1,1
333582,27688185,7.0,away,1,0,0,0,1
28032,27688185,35.0,home,1,0,1,1,1
58587,27688185,81.0,home,2,1,1,2,1
89142,27688185,105.0,home,3,2,1,3,1
333584,27688186,25.0,away,1,0,0,0,1
28034,27688186,78.0,home,1,0,1,1,1
58589,27688186,104.0,home,2,1,1,2,1
28033,27688188,5.0,home,1,0,0,1,0
333583,27688188,73.0,away,1,1,0,1,1
58588,27688188,88.0,home,2,1,1,2,1
364138,27688188,102.0,away,2,2,1,2,2
15888,27688309,39.0,home,1,0,0,1,0
321438,27688309,44.0,away,1,1,0,1,1
11233,27688311,39.0,home,1,0,0,1,0
316783,27688311,70.0,away,1,1,0,1,1
41788,27688311,107.0,home,2,1,1,2,1
322959,27688317,91.0,away,1,0,0,0,1
353514,27688317,95.0,away,2,0,1,0,2
28035,27688321,79.0,home,1,0,0,1,0
305835,27688501,80.0,away,1,0,0,0,1
281,27688504,9.0,home,1,0,0,1,0
305831,27688504,20.0,away,1,1,0,1,1
30836,27688504,22.0,home,2,1,1,2,1
61391,27688504,38.0,home,3,2,1,3,1
91946,27688504,103.0,home,4,3,1,4,1
282,27688509,30.0,home,1,0,0,1,0
30837,27688509,40.0,home,2,1,0,2,0
61392,27688509,77.0,home,3,2,0,3,0
91947,27688509,97.0,home,4,3,0,4,0
122502,27688509,105.0,home,5,4,0,5,0
305830,27688510,17.0,away,1,0,0,0,1
336385,27688510,63.0,away,2,0,1,0,2
305836,27688513,11.0,away,1,0,0,0,1
286,27688513,40.0,home,1,0,1,1,1
336391,27688513,98.0,away,2,1,1,1,2
305834,27688515,46.0,away,1,0,0,0,1
336389,27688515,61.0,away,2,0,1,0,2
284,27688515,67.0,home,1,0,2,1,2
366944,27688515,101.0,away,3,1,2,1,3
8150,27688825,12.0,home,1,0,0,1,0
38705,27688825,20.0,home,2,1,0,2,0
69260,27688825,31.0,home,3,2,0,3,0
313700,27688825,63.0,away,1,3,0,3,1
344255,27688825,95.0,away,2,3,1,3,2
8146,27688827,30.0,home,1,0,0,1,0
8149,27688830,104.0,home,1,0,0,1,0
8148,27688831,42.0,home,1,0,0,1,0
313698,27688831,90.0,away,1,1,0,1,1
344253,27688831,104.0,away,2,1,1,1,2
12753,27688908,36.0,home,1,0,0,1,0
318303,27688908,44.0,away,1,1,0,1,1
318305,27688909,30.0,away,1,0,0,0,1
12755,27688909,77.0,home,1,0,1,1,1
318304,27688911,66.0,away,1,0,0,0,1
348859,27688911,99.0,away,2,0,1,0,2
325986,27688920,16.0,away,1,0,0,0,1
20436,27688920,40.0,home,1,0,1,1,1
50991,27688920,62.0,home,2,1,1,2,1
356541,27688920,99.0,away,2,2,1,2,2
20437,27688923,32.0,home,1,0,0,1,0
325987,27688923,92.0,away,1,1,0,1,1
50992,27688923,100.0,home,2,1,1,2,1
9752,27688927,28.0,home,1,0,0,1,0
319562,27688930,14.0,away,1,0,0,0,1
14011,27688932,14.0,home,1,0,0,1,0
319561,27688932,89.0,away,1,1,0,1,1
313701,27691092,19.0,away,1,0,0,0,1
8151,27691092,85.0,home,1,0,1,1,1
